pde,r,seed,comparison,baseline,contrast,mse_comparison,mse_baseline,mse_ratio,log_mse_ratio,percent_mse_change
heat,0.1,114,acf,original,acf_vs_original,1.6771569280038534e-06,2.8684650436178183e-09,584.6879437263627,6.371078275380126,58368.79437263627
heat,0.1,115,acf,original,acf_vs_original,1.2407592491214814e-06,3.006752350570574e-09,412.65761341669185,6.022618225927118,41165.76134166918
heat,0.1,116,acf,original,acf_vs_original,1.2832138986951236e-06,3.3285898377866104e-09,385.5127730451805,5.954574326164411,38451.27730451805
heat,0.1,117,acf,original,acf_vs_original,1.6374912048533474e-06,3.56099994283654e-09,459.84027833176316,6.130879208170059,45884.02783317632
heat,0.1,118,acf,original,acf_vs_original,8.985288024732085e-07,2.3254018320303933e-09,386.397219653289,5.956865906798213,38539.7219653289
heat,0.1,119,acf,original,acf_vs_original,1.0193616652998116e-06,2.5170241012978382e-09,404.98685124794963,6.00385460052506,40398.68512479496
heat,0.1,100,frozen,original,frozen_vs_original,2.089284403261616e-07,2.790147217435201e-09,74.88079446869322,4.315897442004789,7388.079446869322
heat,0.1,101,frozen,original,frozen_vs_original,1.2987445929812938e-07,2.184502178540632e-09,59.45265725708394,4.085180319481611,5845.265725708394
heat,0.1,102,frozen,original,frozen_vs_original,1.0876630995859673e-07,2.117937277813786e-09,51.35483052211507,3.938759002487993,5035.483052211507
heat,0.1,103,frozen,original,frozen_vs_original,1.202239551245654e-07,2.3464957650543013e-09,51.235530408802276,3.9364332446681303,5023.553040880228
heat,0.1,104,frozen,original,frozen_vs_original,1.6806465463758968e-07,2.155558802632851e-09,77.96802130023616,4.356298759293143,7696.802130023616
heat,0.1,105,frozen,original,frozen_vs_original,1.6301044669653209e-07,2.398134493070136e-09,67.97385516432946,4.219123148366106,6697.385516432946
heat,0.1,106,frozen,original,frozen_vs_original,1.675619994978561e-07,2.625706644297787e-09,63.81596354708868,4.156003371389671,6281.596354708868
heat,0.1,107,frozen,original,frozen_vs_original,1.833897200764767e-07,1.166049286641102e-09,157.27441556501046,5.057992149442262,15627.441556501046
heat,0.1,108,frozen,original,frozen_vs_original,1.0374612660624116e-07,3.070564883085602e-09,33.78730968289684,3.5200852788200527,3278.730968289684
heat,0.1,109,frozen,original,frozen_vs_original,2.121661648590845e-07,2.565162190298897e-09,82.71062378101033,4.415348055460049,8171.062378101033
heat,0.1,110,frozen,original,frozen_vs_original,2.381281019037118e-07,1.925007635066034e-09,123.70241944289393,4.817878838163465,12270.241944289393
heat,0.1,111,frozen,original,frozen_vs_original,1.6354539855711894e-07,1.9664238588151806e-09,83.16894540511684,4.420874025808823,8216.894540511685
heat,0.1,112,frozen,original,frozen_vs_original,1.428502691691591e-07,1.94201544775896e-09,73.55774092013786,4.298070688554067,7255.774092013786
heat,0.1,113,frozen,original,frozen_vs_original,1.0636949465681057e-07,1.8004025453648152e-09,59.080951052119815,4.078908555233677,5808.095105211982
heat,0.1,114,frozen,original,frozen_vs_original,1.526008978625093e-07,2.8684650436178183e-09,53.1994971324605,3.9740489439055655,5219.94971324605
heat,0.1,115,frozen,original,frozen_vs_original,1.1996357385246625e-07,3.006752350570574e-09,39.89805606361344,3.68632760249876,3889.805606361344
heat,0.1,116,frozen,original,frozen_vs_original,1.4011071006181377e-07,3.3285898377866104e-09,42.093113567570775,3.7398841540919316,4109.311356757077
heat,0.1,117,frozen,original,frozen_vs_original,1.3717409053093377e-07,3.56099994283654e-09,38.52122795083977,3.651209464688692,3752.1227950839775
heat,0.1,118,frozen,original,frozen_vs_original,1.97751968245008e-07,2.3254018320303933e-09,85.03991246637298,4.443120704710173,8403.991246637299
heat,0.1,119,frozen,original,frozen_vs_original,2.7667710211787266e-07,2.5170241012978382e-09,109.92230943486449,4.699773838395838,10892.23094348645
heat,0.1,100,identity,original,identity_vs_original,1.5834857535423907e-05,2.790147217435201e-09,5675.276715319649,8.643874601569602,567427.6715319649
heat,0.1,101,identity,original,identity_vs_original,1.3379314012240684e-06,2.184502178540632e-09,612.4651256323674,6.417492003054794,61146.51256323674
heat,0.1,102,identity,original,identity_vs_original,1.0431185813786216e-05,2.117937277813786e-09,4925.162762399496,8.502112601263052,492416.2762399496
heat,0.1,103,identity,original,identity_vs_original,3.775915320858303e-06,2.3464957650543013e-09,1609.1720160300067,7.383475049935615,160817.20160300066
heat,0.1,104,identity,original,identity_vs_original,1.062422796849205e-06,2.155558802632851e-09,492.8758127829946,6.2002572412616,49187.58127829946
heat,0.1,105,identity,original,identity_vs_original,1.0699597083885236e-05,2.398134493070136e-09,4461.633455005859,8.4032702234796,446063.3455005859
heat,0.1,106,identity,original,identity_vs_original,2.118500945869073e-05,2.625706644297787e-09,8068.307822847591,8.995699051897041,806730.7822847591
heat,0.1,107,identity,original,identity_vs_original,2.0195851675453014e-06,1.166049286641102e-09,1731.9895399643676,7.457026049822601,173098.95399643676
heat,0.1,108,identity,original,identity_vs_original,3.0648998347260203e-05,3.070564883085602e-09,9981.550468479634,9.208493714801863,998055.0468479635
heat,0.1,109,identity,original,identity_vs_original,4.585432336057238e-06,2.565162190298897e-09,1787.5798861369212,7.488617965114656,178657.9886136921
heat,0.1,110,identity,original,identity_vs_original,1.167205791574588e-06,1.925007635066034e-09,606.3382660477339,6.407438025134789,60533.82660477339
heat,0.1,111,identity,original,identity_vs_original,5.570643118346652e-06,1.9664238588151806e-09,2832.8801511303386,7.9490491943575865,283188.0151130339
heat,0.1,112,identity,original,identity_vs_original,3.441424681227545e-06,1.94201544775896e-09,1772.0892412049902,7.479914491750742,177108.92412049902
heat,0.1,113,identity,original,identity_vs_original,6.48066091457622e-06,1.8004025453648152e-09,3599.562181946952,8.188567500922513,359856.2181946952
heat,0.1,114,identity,original,identity_vs_original,3.5294122312734544e-05,2.8684650436178183e-09,12304.184215618065,9.417694663643916,1230318.4215618065
heat,0.1,115,identity,original,identity_vs_original,2.056963637642184e-05,3.006752350570574e-09,6841.147516694702,8.830710762144163,684014.7516694702
heat,0.1,116,identity,original,identity_vs_original,2.352118639237233e-05,3.3285898377866104e-09,7066.411765534035,8.863108100426428,706541.1765534035
heat,0.1,117,identity,original,identity_vs_original,2.4676268282064484e-05,3.56099994283654e-09,6929.589631615782,8.843555874213541,692858.9631615783
heat,0.1,118,identity,original,identity_vs_original,6.468878282817059e-06,2.3254018320303933e-09,2781.8324530899868,7.930865145324689,278083.2453089987
heat,0.1,119,identity,original,identity_vs_original,4.75890665541101e-06,2.5170241012978382e-09,1890.6877581971514,7.544695935086612,188968.77581971514
heat,0.1,100,random,original,random_vs_original,1.2386103342976185e-06,2.790147217435201e-09,443.9229322946592,6.095650971453253,44292.29322946592
heat,0.1,101,random,original,random_vs_original,5.395925115614375e-07,2.184502178540632e-09,247.00937214075708,5.509426279797831,24600.937214075708
heat,0.1,102,random,original,random_vs_original,6.258761580113514e-07,2.117937277813786e-09,295.51213086791887,5.688709888010036,29451.213086791886
heat,0.1,103,random,original,random_vs_original,6.643798284855507e-07,2.3464957650543013e-09,283.1370243151391,5.64593096532272,28213.702431513913
heat,0.1,104,random,original,random_vs_original,5.701932397350618e-07,2.155558802632851e-09,264.52223852052384,5.577925325346353,26352.223852052382
heat,0.1,105,random,original,random_vs_original,1.1428158925852472e-06,2.398134493070136e-09,476.5437034026366,6.166559436417605,47554.37034026366
heat,0.1,106,random,original,random_vs_original,7.141721214409813e-07,2.625706644297787e-09,271.99235032288914,5.605773942087608,27099.235032288914
heat,0.1,107,random,original,random_vs_original,6.259892444404613e-07,1.166049286641102e-09,536.8462993907173,6.285711832665956,53584.629939071725
heat,0.1,108,random,original,random_vs_original,1.1314613210799962e-06,3.070564883085602e-09,368.48637438431,5.909403735055156,36748.637438431004
heat,0.1,109,random,original,random_vs_original,7.076215129409036e-07,2.565162190298897e-09,275.85839040394177,5.619887655800879,27485.839040394178
heat,0.1,110,random,original,random_vs_original,6.100770137962286e-07,1.925007635066034e-09,316.92186705290703,5.758655267323242,31592.186705290704
heat,0.1,111,random,original,random_vs_original,7.94170972540087e-07,1.9664238588151806e-09,403.86561065150767,6.001082175719688,40286.56106515077
heat,0.1,112,random,original,random_vs_original,6.989304153215414e-07,1.94201544775896e-09,359.8995137387247,5.885824863983002,35889.95137387247
heat,0.1,113,random,original,random_vs_original,6.508907537394748e-07,1.8004025453648152e-09,361.52512415360144,5.890331538917162,36052.51241536014
heat,0.1,114,random,original,random_vs_original,6.081509056343748e-07,2.8684650436178183e-09,212.01266056474284,5.3566459925338785,21101.266056474284
heat,0.1,115,random,original,random_vs_original,7.156096950566848e-07,3.006752350570574e-09,238.00087656733277,5.472274356720712,23700.087656733278
heat,0.1,116,random,original,random_vs_original,8.406440121788705e-07,3.3285898377866104e-09,252.55259829125353,5.531619537086256,25155.259829125353
heat,0.1,117,random,original,random_vs_original,1.1011200982125049e-06,3.56099994283654e-09,309.21654475944746,5.7340418235593935,30821.654475944746
heat,0.1,118,random,original,random_vs_original,7.174631422302014e-07,2.3254018320303933e-09,308.5329736769658,5.731828721513722,30753.29736769658
heat,0.1,119,random,original,random_vs_original,7.264857861954965e-07,2.5170241012978382e-09,288.6288557272467,5.665141626536479,28762.885572724666
heat,0.1,100,stencil,frozen,stencil_vs_frozen,1.574135382043096e-05,2.089284403261616e-07,75.34327923884788,4.322054727184045,7434.327923884788
heat,0.1,101,stencil,frozen,stencil_vs_frozen,1.33198141938351e-06,1.2987445929812938e-07,10.255915031961138,2.327854615428818,925.5915031961138
heat,0.1,102,stencil,frozen,stencil_vs_frozen,1.0397417113949814e-05,1.0876630995859673e-07,95.59409635122974,4.560111064502296,9459.409635122975
heat,0.1,103,stencil,frozen,stencil_vs_frozen,3.754119248355892e-06,1.202239551245654e-07,31.226050120096335,3.4412526861938213,3022.6050120096334
heat,0.1,104,stencil,frozen,stencil_vs_frozen,1.0579003060229295e-06,1.6806465463758968e-07,6.294603159148237,1.8396926248655179,529.4603159148237
heat,0.1,105,stencil,frozen,stencil_vs_frozen,1.0653858765863332e-05,1.6301044669653209e-07,65.35690798821659,4.17986314203089,6435.690798821659
heat,0.1,106,stencil,frozen,stencil_vs_frozen,2.105055253309729e-05,1.675619994978561e-07,125.62843959955624,4.833328658335483,12462.843959955624
heat,0.1,107,stencil,frozen,stencil_vs_frozen,1.989252670142605e-06,1.833897200764767e-07,10.847132921698403,2.383900798219045,984.7132921698403
heat,0.1,108,stencil,frozen,stencil_vs_frozen,3.0489995822335917e-05,1.0374612660624116e-07,293.8904498869426,5.683207078466642,29289.04498869426
heat,0.1,109,stencil,frozen,stencil_vs_frozen,4.564305598364626e-06,2.121661648590845e-07,21.512881667046795,3.0686519030210344,2051.2881667046795
heat,0.1,110,stencil,frozen,stencil_vs_frozen,1.1637541081910283e-06,2.381281019037118e-07,4.887092698792844,1.5865975865535547,388.7092698792844
heat,0.1,111,stencil,frozen,stencil_vs_frozen,5.537006735778505e-06,1.6354539855711894e-07,33.85608390470662,3.5221187145145043,3285.608390470662
heat,0.1,112,stencil,frozen,stencil_vs_frozen,3.379683569448844e-06,1.428502691691591e-07,23.658923354542104,3.163740352634985,2265.8923354542103
heat,0.1,113,stencil,frozen,stencil_vs_frozen,6.4429921025066506e-06,1.0636949465681057e-07,60.57180325331293,4.10382949194334,5957.180325331293
heat,0.1,114,stencil,frozen,stencil_vs_frozen,3.50388922925049e-05,1.526008978625093e-07,229.61131148831325,5.436387929295961,22861.131148831326
heat,0.1,115,stencil,frozen,stencil_vs_frozen,2.0403475247121605e-05,1.1996357385246625e-07,170.08058856444399,5.13627237510296,16908.058856444397
heat,0.1,116,stencil,frozen,stencil_vs_frozen,2.3416554512323277e-05,1.4011071006181377e-07,167.12894040714238,5.118765612748602,16612.894040714236
heat,0.1,117,stencil,frozen,stencil_vs_frozen,2.454329376178066e-05,1.3717409053093377e-07,178.9207689789346,5.186943076447959,17792.07689789346
heat,0.1,118,stencil,frozen,stencil_vs_frozen,6.413196373955543e-06,1.97751968245008e-07,32.43050590530563,3.4790995201144663,3143.050590530563
heat,0.1,119,stencil,frozen,stencil_vs_frozen,4.748415030064734e-06,2.7667710211787266e-07,17.16229855567075,2.8427150335551827,1616.2298555670748
heat,0.1,100,stencil,original,stencil_vs_original,1.574135382043096e-05,2.790147217435201e-09,5641.764607281529,8.637952169188834,564076.4607281529
heat,0.1,101,stencil,original,stencil_vs_original,1.33198141938351e-06,2.184502178540632e-09,609.7414012529606,6.413034934910429,60874.14012529606
heat,0.1,102,stencil,original,stencil_vs_original,1.0397417113949814e-05,2.117937277813786e-09,4909.218617032142,8.498870066990289,490821.8617032142
heat,0.1,103,stencil,original,stencil_vs_original,3.754119248355892e-06,2.3464957650543013e-09,1599.8832404749796,7.377685930861952,159888.32404749797
heat,0.1,104,stencil,original,stencil_vs_original,1.0579003060229295e-06,2.155558802632851e-09,490.77775318900365,6.195991384158661,48977.77531890036
heat,0.1,105,stencil,original,stencil_vs_original,1.0653858765863332e-05,2.398134493070136e-09,4442.560997579441,8.398986290396996,444156.0997579441
heat,0.1,106,stencil,original,stencil_vs_original,2.105055253309729e-05,2.625706644297787e-09,8017.099921962913,8.989332029725155,801609.9921962913
heat,0.1,107,stencil,original,stencil_vs_original,1.989252670142605e-06,1.166049286641102e-09,1705.9764908161007,7.441892947661306,170497.64908161008
heat,0.1,108,stencil,original,stencil_vs_original,3.0489995822335917e-05,3.070564883085602e-09,9929.767643176003,9.203292357286696,992876.7643176003
heat,0.1,109,stencil,original,stencil_vs_original,4.564305598364626e-06,2.565162190298897e-09,1779.3438620085017,7.483999958481084,177834.38620085016
heat,0.1,110,stencil,original,stencil_vs_original,1.1637541081910283e-06,1.925007635066034e-09,604.5451908823769,6.40447642471702,60354.51908823769
heat,0.1,111,stencil,original,stencil_vs_original,5.537006735778505e-06,1.9664238588151806e-09,2815.7747939016003,7.942992740323327,281477.47939016
heat,0.1,112,stencil,original,stencil_vs_original,3.379683569448844e-06,1.94201544775896e-09,1740.2969545628068,7.461811041189052,173929.6954562807
heat,0.1,113,stencil,original,stencil_vs_original,6.4429921025066506e-06,1.8004025453648152e-09,3578.639743147613,8.182738047177017,357763.9743147613
heat,0.1,114,stencil,original,stencil_vs_original,3.50388922925049e-05,2.8684650436178183e-09,12215.206307103015,9.410436873201526,1221420.6307103015
heat,0.1,115,stencil,original,stencil_vs_original,2.0403475247121605e-05,3.006752350570574e-09,6785.884857876557,8.82259997760172,678488.4857876557
heat,0.1,116,stencil,original,stencil_vs_original,2.3416554512323277e-05,3.3285898377866104e-09,7034.977468985612,8.858649766840534,703397.7468985613
heat,0.1,117,stencil,original,stencil_vs_original,2.454329376178066e-05,3.56099994283654e-09,6892.247726977082,8.838152541136651,689124.7726977081
heat,0.1,118,stencil,original,stencil_vs_original,6.413196373955543e-06,2.3254018320303933e-09,2757.8873834273827,7.92222022482464,275688.73834273824
heat,0.1,119,stencil,original,stencil_vs_original,4.748415030064734e-06,2.5170241012978382e-09,1886.5194924499679,7.54248887195102,188551.9492449968
heat,0.1,100,uniform,original,uniform_vs_original,8.664055037854723e-07,2.790147217435201e-09,310.5232219903801,5.738258687595912,30952.322199038008
heat,0.1,101,uniform,original,uniform_vs_original,5.663014381873666e-07,2.184502178540632e-09,259.23592283423,5.557738546056692,25823.592283423
heat,0.1,102,uniform,original,uniform_vs_original,6.304091639819376e-07,2.117937277813786e-09,297.652423698151,5.695926442345185,29665.2423698151
heat,0.1,103,uniform,original,uniform_vs_original,6.957464933066149e-07,2.3464957650543013e-09,296.50447431790457,5.692062308772165,29550.447431790457
heat,0.1,104,uniform,original,uniform_vs_original,5.666318632080447e-07,2.155558802632851e-09,262.87005602257153,5.571659826513893,26187.00560225715
heat,0.1,105,uniform,original,uniform_vs_original,9.552219903952164e-07,2.398134493070136e-09,398.31877367825336,5.987252623594134,39731.877367825335
heat,0.1,106,uniform,original,uniform_vs_original,6.52052900562694e-07,2.625706644297787e-09,248.33425393455468,5.5147756368235905,24733.42539345547
heat,0.1,107,uniform,original,uniform_vs_original,6.87683749056589e-07,1.166049286641102e-09,589.7553018856663,6.379707708303612,58875.530188566634
heat,0.1,108,uniform,original,uniform_vs_original,8.412966021609236e-07,3.070564883085602e-09,273.9875671721703,5.613082730074531,27298.75671721703
heat,0.1,109,uniform,original,uniform_vs_original,8.123483787869645e-07,2.565162190298897e-09,316.6849963168638,5.757907577357201,31568.499631686384
heat,0.1,110,uniform,original,uniform_vs_original,6.06143705894624e-07,1.925007635066034e-09,314.87859832505615,5.752187162396461,31387.859832505615
heat,0.1,111,uniform,original,uniform_vs_original,8.306620831177725e-07,1.9664238588151806e-09,422.422703728924,6.046006480305855,42142.270372892395
heat,0.1,112,uniform,original,uniform_vs_original,6.868083675115599e-07,1.94201544775896e-09,353.65752023451745,5.868328987880588,35265.75202345174
heat,0.1,113,uniform,original,uniform_vs_original,5.738679189626339e-07,1.8004025453648152e-09,318.7442277506618,5.7643889872911345,31774.42277506618
heat,0.1,114,uniform,original,uniform_vs_original,8.384829208729627e-07,2.8684650436178183e-09,292.3106637602374,5.677817153696821,29131.06637602374
heat,0.1,115,uniform,original,uniform_vs_original,7.939118118471811e-07,3.006752350570574e-09,264.0429670559749,5.576111843903226,26304.296705597488
heat,0.1,116,uniform,original,uniform_vs_original,6.854782288456818e-07,3.3285898377866104e-09,205.9365263524026,5.3275679968065734,20493.65263524026
heat,0.1,117,uniform,original,uniform_vs_original,8.531107189568843e-07,3.56099994283654e-09,239.5705511518017,5.478847950305978,23857.05511518017
heat,0.1,118,uniform,original,uniform_vs_original,6.902052160917549e-07,2.3254018320303933e-09,296.8111603701247,5.693096112911494,29581.11603701247
heat,0.1,119,uniform,original,uniform_vs_original,8.142275902400797e-07,2.5170241012978382e-09,323.4881977571229,5.779162630298999,32248.81977571229
heat,0.1,100,xcorr,original,xcorr_vs_original,1.344472662090368e-06,2.790147217435201e-09,481.86441693433414,6.177662781813041,48086.441693433415
heat,0.1,101,xcorr,original,xcorr_vs_original,5.465360741752079e-07,2.184502178540632e-09,250.18792818981035,5.5222123482269625,24918.792818981034
heat,0.1,102,xcorr,original,xcorr_vs_original,1.135650793848697e-06,2.117937277813786e-09,536.2060556490881,6.284518519376818,53520.60556490881
heat,0.1,103,xcorr,original,xcorr_vs_original,8.351236693293629e-07,2.3464957650543013e-09,355.9024830841904,5.874656769407207,35490.24830841904
heat,0.1,104,xcorr,original,xcorr_vs_original,5.595070553532366e-07,2.155558802632851e-09,259.56473777001185,5.559006142668567,25856.473777001185
heat,0.1,105,xcorr,original,xcorr_vs_original,1.4287105782884169e-06,2.398134493070136e-09,595.759154633298,6.389836482429478,59475.915463329795
heat,0.1,106,xcorr,original,xcorr_vs_original,1.1910063348885558e-06,2.625706644297787e-09,453.59459232624056,6.117203830663114,45259.45923262405
heat,0.1,107,xcorr,original,xcorr_vs_original,7.686981096099998e-07,1.166049286641102e-09,659.2329487412114,6.4910769602666845,65823.29487412114
heat,0.1,108,xcorr,original,xcorr_vs_original,1.583848215247485e-06,3.070564883085602e-09,515.8165599991753,6.245751198397511,51481.65599991753
heat,0.1,109,xcorr,original,xcorr_vs_original,9.99843712712334e-07,2.565162190298897e-09,389.777970567947,5.965577270771331,38877.797056794705
heat,0.1,110,xcorr,original,xcorr_vs_original,6.094966074066122e-07,1.925007635066034e-09,316.6203584359833,5.757703448714927,31562.03584359833
heat,0.1,111,xcorr,original,xcorr_vs_original,1.016648924156982e-06,1.9664238588151806e-09,517.0039610735492,6.2480505361300445,51600.39610735492
heat,0.1,112,xcorr,original,xcorr_vs_original,7.505637258375941e-07,1.94201544775896e-09,386.48700076187697,5.957098234245508,38548.7000761877
heat,0.1,113,xcorr,original,xcorr_vs_original,7.670147574856401e-07,1.8004025453648152e-09,426.02403526941254,6.054495765497993,42502.403526941256
heat,0.1,114,xcorr,original,xcorr_vs_original,1.6770940556298797e-06,2.8684650436178183e-09,584.6660252532358,6.371040787205097,58366.602525323586
heat,0.1,115,xcorr,original,xcorr_vs_original,1.240749604392022e-06,3.006752350570574e-09,412.65440572668786,6.02261045264882,41165.440572668784
heat,0.1,116,xcorr,original,xcorr_vs_original,1.283185373068818e-06,3.3285898377866104e-09,385.5042031619279,5.954552096087727,38450.42031619279
heat,0.1,117,xcorr,original,xcorr_vs_original,1.6374503726268586e-06,3.56099994283654e-09,459.82881182596583,6.130854272014391,45882.88118259658
heat,0.1,118,xcorr,original,xcorr_vs_original,8.985299437824779e-07,2.3254018320303933e-09,386.39771045417064,5.956867176995162,38539.77104541707
heat,0.1,119,xcorr,original,xcorr_vs_original,1.0193822115311946e-06,2.5170241012978382e-09,404.99501415404666,6.0038747563000125,40399.501415404666
heat,0.25,100,acf,original,acf_vs_original,2.2809646410548723e-06,3.840995454421764e-09,593.8472638464125,6.386622154726958,59284.726384641246
heat,0.25,101,acf,original,acf_vs_original,1.7352466615827566e-06,3.8083367822142056e-09,455.64422497683273,6.1217122966092825,45464.42249768327
heat,0.25,102,acf,original,acf_vs_original,1.99934262345991e-06,3.7734212178508475e-09,529.8487786101535,6.272591642456639,52884.87786101535
heat,0.25,103,acf,original,acf_vs_original,2.47427721031257e-06,3.478590897103284e-09,711.2872089595148,6.567076298953732,71028.72089595148
heat,0.25,104,acf,original,acf_vs_original,1.7923700864064251e-06,2.973991440266554e-09,602.6816560863329,6.4013891237993805,60168.16560863329
heat,0.25,105,acf,original,acf_vs_original,5.076545671167665e-06,4.645593080360166e-09,1092.765893041602,6.996467277715996,109176.58930416021
heat,0.25,106,acf,original,acf_vs_original,2.2138522915993164e-06,4.569056794370696e-09,484.5315764791744,6.183182602538761,48353.15764791744
heat,0.25,107,acf,original,acf_vs_original,2.1397647260723573e-06,2.849411201780172e-09,750.9497838485149,6.621338783814163,74994.97838485149
heat,0.25,108,acf,original,acf_vs_original,2.925597423875104e-06,4.424584923272412e-09,661.213983821863,6.494077514879102,66021.39838218631
heat,0.25,109,acf,original,acf_vs_original,2.44852900288528e-06,4.263320354733202e-09,574.3244230208708,6.353194433556428,57332.442302087074
heat,0.25,110,acf,original,acf_vs_original,1.413758458634895e-06,2.846687683320803e-09,496.6327942887207,6.207850908527026,49563.27942887207
heat,0.25,111,acf,original,acf_vs_original,2.571051694211235e-06,2.923419734589261e-09,879.4671746212545,6.779316240708224,87846.71746212545
heat,0.25,112,acf,original,acf_vs_original,2.1353991266348515e-06,3.8738162157214714e-09,551.2391419005788,6.3121687293345525,55023.91419005788
heat,0.25,113,acf,original,acf_vs_original,1.7238079869918987e-06,2.4704903240323206e-09,697.7594569884042,6.547874425872995,69675.94569884041
heat,0.25,114,acf,original,acf_vs_original,3.091077122097108e-06,4.416586008373913e-09,699.8792995848784,6.550907891011327,69887.92995848783
heat,0.25,115,acf,original,acf_vs_original,2.54561123691488e-06,3.766977205860167e-09,675.7702788736692,6.515853194138276,67477.02788736692
heat,0.25,116,acf,original,acf_vs_original,2.0369827967436915e-06,3.6952905058812435e-09,551.2375261164797,6.312165798144903,55023.752611647964
heat,0.25,117,acf,original,acf_vs_original,3.1293649753738606e-06,5.273329676570848e-09,593.432454882819,6.385923399456523,59243.2454882819
heat,0.25,118,acf,original,acf_vs_original,2.1883823586033024e-06,3.4301053247753903e-09,637.9927586470254,6.458326933197345,63699.27586470254
heat,0.25,119,acf,original,acf_vs_original,3.2769736283411177e-06,3.429857928921587e-09,955.4254713318289,6.86215676098548,95442.54713318289
heat,0.25,100,frozen,original,frozen_vs_original,5.587700507847515e-07,3.840995454421764e-09,145.47532206566243,4.980006464430383,14447.532206566242
heat,0.25,101,frozen,original,frozen_vs_original,6.337995829136522e-07,3.8083367822142056e-09,166.42424742308498,5.114540235458126,16542.424742308496
heat,0.25,102,frozen,original,frozen_vs_original,2.61084081631946e-07,3.7734212178508475e-09,69.19028291801636,4.236860432503897,6819.028291801636
heat,0.25,103,frozen,original,frozen_vs_original,5.038691129888306e-07,3.478590897103284e-09,144.8486263240716,4.975689240732846,14384.862632407161
heat,0.25,104,frozen,original,frozen_vs_original,2.643381412370527e-07,2.973991440266554e-09,88.8832891910948,4.487324151747155,8788.328919109481
heat,0.25,105,frozen,original,frozen_vs_original,3.332551007650953e-07,4.645593080360166e-09,71.7357493436034,4.272989219492914,7073.57493436034
heat,0.25,106,frozen,original,frozen_vs_original,4.804104744016158e-07,4.569056794370696e-09,105.14434291854398,4.655334100592482,10414.434291854399
heat,0.25,107,frozen,original,frozen_vs_original,2.4625152550417084e-07,2.849411201780172e-09,86.42189844355389,4.459241097903718,8542.18984435539
heat,0.25,108,frozen,original,frozen_vs_original,4.437428788306441e-07,4.424584923272412e-09,100.29028406634197,4.608068821545422,9929.028406634197
heat,0.25,109,frozen,original,frozen_vs_original,3.360545167696572e-07,4.263320354733202e-09,78.82459885909452,4.36722511641208,7782.459885909452
heat,0.25,110,frozen,original,frozen_vs_original,9.426793007305534e-07,2.846687683320803e-09,331.1495343355935,5.802570038726145,33014.95343355935
heat,0.25,111,frozen,original,frozen_vs_original,2.922029033736173e-07,2.923419734589261e-09,99.95242897088525,4.604694362510906,9895.242897088525
heat,0.25,112,frozen,original,frozen_vs_original,3.3286161627010813e-07,3.8738162157214714e-09,85.92602171451104,4.4534867134363525,8492.602171451104
heat,0.25,113,frozen,original,frozen_vs_original,2.8556707043492224e-07,2.4704903240323206e-09,115.5912523344035,4.750060281527298,11459.12523344035
heat,0.25,114,frozen,original,frozen_vs_original,4.600018558981178e-07,4.416586008373913e-09,104.15326567306681,4.645863522693726,10315.326567306682
heat,0.25,115,frozen,original,frozen_vs_original,3.756296051982133e-07,3.766977205860167e-09,99.71645291982607,4.602330687623859,9871.645291982606
heat,0.25,116,frozen,original,frozen_vs_original,4.1028426925326933e-07,3.6952905058812435e-09,111.0289620262009,4.709791086433814,11002.89620262009
heat,0.25,117,frozen,original,frozen_vs_original,3.9764870474190417e-07,5.273329676570848e-09,75.40751842401176,4.322906983889125,7440.751842401176
heat,0.25,118,frozen,original,frozen_vs_original,4.315310490055069e-07,3.4301053247753903e-09,125.80693831428177,4.834748496277092,12480.693831428176
heat,0.25,119,frozen,original,frozen_vs_original,4.36303631501378e-07,3.429857928921587e-09,127.20749387965473,4.845819563318881,12620.749387965474
heat,0.25,100,identity,original,identity_vs_original,1.5248828976410778e-05,3.840995454421764e-09,3970.020052706984,8.286526424728173,396902.0052706984
heat,0.25,101,identity,original,identity_vs_original,4.68041506351824e-06,3.8083367822142056e-09,1228.9919014980076,7.113949520039041,122799.19014980075
heat,0.25,102,identity,original,identity_vs_original,6.63540027687759e-05,3.7734212178508475e-09,17584.57350451001,9.774777291245185,1758357.3504510007
heat,0.25,103,identity,original,identity_vs_original,3.4416642002099707e-05,3.478590897103284e-09,9893.845818650123,9.199668208348072,989284.5818650123
heat,0.25,104,identity,original,identity_vs_original,1.2076962878637689e-05,2.973991440266554e-09,4060.859999501293,8.309150052701817,405985.9999501293
heat,0.25,105,identity,original,identity_vs_original,6.573881358917788e-05,4.645593080360166e-09,14150.79031934524,9.557525754468926,1414979.031934524
heat,0.25,106,identity,original,identity_vs_original,6.444663108595705e-05,4.569056794370696e-09,14105.018603699233,9.55428594237881,1410401.8603699233
heat,0.25,107,identity,original,identity_vs_original,1.6092343594564795e-05,2.849411201780172e-09,5647.6031204310175,8.638986507658593,564660.3120431018
heat,0.25,108,identity,original,identity_vs_original,5.4898344998832727e-05,4.424584923272412e-09,12407.569512357793,9.42606200989263,1240656.9512357793
heat,0.25,109,identity,original,identity_vs_original,3.1053921876633694e-05,4.263320354733202e-09,7283.975702683746,8.893432105131302,728297.5702683746
heat,0.25,110,identity,original,identity_vs_original,2.057730679183578e-06,2.846687683320803e-09,722.8508737506227,6.583202940511586,72185.08737506227
