pde,r,seed,reference_scope,scope_label,evaluation_scope,weighting,n_modes,mode_min,mode_max,rmse_reference,rmse_identity,delta_identity_minus_pde,closer_reference
heat,0.25,119,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7067972542687827,0.0146870773204731,-0.6921101769483096,identity
heat,0.4,100,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0146175210405195,0.0108596915680759,-0.0037578294724436006,identity
heat,0.4,101,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0167757457559691,0.0112650015243712,-0.005510744231597902,identity
heat,0.4,102,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0153255038313749,0.0103408621395319,-0.004984641691843001,identity
heat,0.4,103,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0141579986625375,0.0115659740864967,-0.0025920245760408,identity
heat,0.4,104,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0150257390152433,0.0105779054564093,-0.004447833558834,identity
heat,0.4,105,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0155655866591845,0.0102883010920417,-0.005277285567142799,identity
heat,0.4,106,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0113230981291781,0.0133165589973265,0.0019934608681483994,PDE reference
heat,0.4,107,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.012524950306777,0.0130375327934367,0.0005125824866596997,PDE reference
heat,0.4,108,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0127785871155756,0.011937605917673,-0.0008409811979025999,identity
heat,0.4,109,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0149972288109226,0.0103756074851266,-0.004621621325795999,identity
heat,0.4,110,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0156009264485431,0.0120201984792869,-0.0035807279692562,identity
heat,0.4,111,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0144503389757213,0.011091141221194,-0.0033591977545273013,identity
heat,0.4,112,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0122048132008258,0.0129145470823828,0.0007097338815569999,PDE reference
heat,0.4,113,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0130982742978552,0.0123073659890983,-0.0007909083087569001,identity
heat,0.4,114,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0134937625267085,0.01192976413505,-0.0015639983916584995,identity
heat,0.4,115,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0116495795307821,0.0137144151205999,0.0020648355898177997,PDE reference
heat,0.4,116,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0151638333784318,0.0101819002506659,-0.0049819331277658994,identity
heat,0.4,117,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0136245251988141,0.0123902243742637,-0.0012343008245504009,identity
heat,0.4,118,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0137228306273541,0.0116743579174306,-0.0020484727099234993,identity
heat,0.4,119,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0144057164812866,0.0106499530225054,-0.0037557634587811993,identity
heat,0.4,100,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0356634373831127,0.0189924907246359,-0.0166709466584768,identity
heat,0.4,101,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0427693758359343,0.0177629737118672,-0.0250064021240671,identity
heat,0.4,102,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0376465310258895,0.0174898384160063,-0.020156692609883203,identity
heat,0.4,103,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0348383727359201,0.0204033902377139,-0.014434982498206201,identity
heat,0.4,104,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0367373059192111,0.0180838350554642,-0.018653470863746902,identity
heat,0.4,105,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0382725620431774,0.0170562048355816,-0.021216357207595803,identity
heat,0.4,106,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0273812081504448,0.0264371923128553,-0.0009440158375895007,identity
heat,0.4,107,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0312224800736981,0.0239952253429596,-0.0072272547307385,identity
heat,0.4,108,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0308466833617779,0.0230485559177896,-0.0077981274439882994,identity
heat,0.4,109,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0367247672052528,0.0180766822291482,-0.0186480849761046,identity
heat,0.4,110,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0397540979059758,0.0194792801285148,-0.020274817777461002,identity
heat,0.4,111,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0354495258726211,0.0194948675322016,-0.0159546583404195,identity
heat,0.4,112,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0304245614599419,0.0243615264879018,-0.0060630349720401,identity
heat,0.4,113,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0323133907217182,0.0225518351617034,-0.009761555560014804,identity
heat,0.4,114,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0328819409053892,0.0216752329194197,-0.0112067079859695,identity
heat,0.4,115,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0290208078028155,0.0258327185145154,-0.0031880892883001007,identity
heat,0.4,116,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0366555565820838,0.0177629314196086,-0.018892625162475196,identity
heat,0.4,117,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0343358912338363,0.0218753864914453,-0.012460504742390997,identity
heat,0.4,118,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0338850653857711,0.0209875094789335,-0.012897555906837603,identity
heat,0.4,119,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0350961866367867,0.0192631928408503,-0.0158329937959364,identity
heat,0.4,100,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1707491538739714,0.0177786445973126,-0.1529705092766588,identity
heat,0.4,101,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1682940772011267,0.0201245127980118,-0.1481695644031149,identity
heat,0.4,102,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.170485268224378,0.0176869264158953,-0.1527983418084827,identity
heat,0.4,103,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1711642288897725,0.0171144072928326,-0.15404982159693992,identity
heat,0.4,104,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1723273431138218,0.0161826601268342,-0.1561446829869876,identity
heat,0.4,105,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1709038756999111,0.0174782379375059,-0.1534256377624052,identity
heat,0.4,106,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1659456059071079,0.0226378417150914,-0.14330776419201652,identity
heat,0.4,107,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1661300981881979,0.0223140127908339,-0.143816085397364,identity
heat,0.4,108,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1689183583512287,0.0194134609051988,-0.1495048974460299,identity
heat,0.4,109,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1704713315255608,0.017706635274799,-0.15276469625076178,identity
heat,0.4,110,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1720685651633164,0.016296970218969,-0.1557715949443474,identity
heat,0.4,111,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1708705984353377,0.0172443717522749,-0.1536262266830628,identity
heat,0.4,112,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1674807763376261,0.0207355605931341,-0.14674521574449198,identity
heat,0.4,113,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1693587699200736,0.0187606186445278,-0.1505981512755458,identity
heat,0.4,114,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1708883709370791,0.0172691104774174,-0.15361926045966168,identity
heat,0.4,115,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1660354464023954,0.0225247874952534,-0.14351065890714199,identity
heat,0.4,116,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1717606317300907,0.0166522034722122,-0.15510842825787852,identity
heat,0.4,117,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1646151177600967,0.0238842152605484,-0.1407309024995483,identity
heat,0.4,118,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1669323395467474,0.0213844984374363,-0.1455478411093111,identity
heat,0.4,119,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.1697952849239134,0.0185597029604772,-0.1512355819634362,identity
heat,0.4,100,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1365036997690372,0.0172416192779558,-1.1192620804910813,identity
heat,0.4,101,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1369797760902571,0.0166652963883724,-1.1203144797018847,identity
heat,0.4,102,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1359729521901971,0.0178802129359433,-1.118092739254254,identity
heat,0.4,103,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.135696495885983,0.0182316915547951,-1.1174648043311879,identity
heat,0.4,104,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1377208936815328,0.015947924257755,-1.121772969423778,identity
heat,0.4,105,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1361897433936756,0.0176661703123718,-1.118523573081304,identity
heat,0.4,106,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.129007876781648,0.0255572391322479,-1.1034506376494002,identity
heat,0.4,107,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1339042530344987,0.0199709135674158,-1.113933339467083,identity
heat,0.4,108,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.132818274963431,0.0213979311515843,-1.1114203438118466,identity
heat,0.4,109,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1358043113389622,0.0180717376531401,-1.1177325736858221,identity
heat,0.4,110,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.138684131817289,0.0148618045343283,-1.1238223272829606,identity
heat,0.4,111,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.136637289210506,0.0172110190131086,-1.1194262701973976,identity
heat,0.4,112,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1334837845412251,0.0204379379753131,-1.113045846565912,identity
heat,0.4,113,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1359401976626806,0.0178853424777877,-1.118054855184893,identity
heat,0.4,114,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.135262154152671,0.0187275360210419,-1.1165346181316291,identity
heat,0.4,115,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.132431702957882,0.0216442101496872,-1.1107874928081949,identity
heat,0.4,116,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.136306708307718,0.0175673550979325,-1.1187393532097856,identity
heat,0.4,117,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1345837034018285,0.0192331888096066,-1.1153505145922218,identity
heat,0.4,118,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1334299693180288,0.020639419743548,-1.1127905495744808,identity
heat,0.4,119,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.134444256199538,0.0195791298728483,-1.1148651263266898,identity
lf,0.1,300,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0198239821040518,0.0191607724817912,-0.0006632096222605986,identity
lf,0.1,301,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0213079143436869,0.0195660460961424,-0.0017418682475444994,identity
lf,0.1,302,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0199346049139537,0.0203843572566755,0.00044975234272180004,PDE reference
lf,0.1,303,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0161792700843218,0.0223276099641603,0.0061483398798385,PDE reference
lf,0.1,304,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0176336692757237,0.0217259067971229,0.0040922375213992,PDE reference
lf,0.1,305,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0196438812988672,0.0192198543484064,-0.0004240269504608013,identity
lf,0.1,306,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0157948705580903,0.0220780456194812,0.006283175061390901,PDE reference
lf,0.1,307,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0149022966805537,0.0237548355604071,0.0088525388798534,PDE reference
lf,0.1,308,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0180568515846395,0.0216573816073611,0.0036005300227216,PDE reference
lf,0.1,309,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0211520064740558,0.0188064627898224,-0.0023455436842333977,identity
lf,0.1,310,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0131639255936858,0.0242269604822628,0.011063034888577001,PDE reference
lf,0.1,311,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0154599318465578,0.0230514277105801,0.007591495864022302,PDE reference
lf,0.1,312,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0187811205578438,0.0197923323504884,0.0010112117926446007,PDE reference
lf,0.1,313,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0173075509921591,0.0223945715916763,0.005087020599517201,PDE reference
lf,0.1,314,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0197112499033967,0.0184694827787592,-0.001241767124637503,identity
lf,0.1,315,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0196411776346534,0.0202924032610241,0.0006512256263707002,PDE reference
lf,0.1,316,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0177769102125217,0.0218495073371299,0.0040725971246081995,PDE reference
lf,0.1,317,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0207182561712994,0.0192290373034376,-0.0014892188678618003,identity
lf,0.1,318,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0168478711592728,0.0212112034127451,0.0043633322534723,PDE reference
lf,0.1,319,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0159944958461168,0.0222917397322109,0.006297243886094102,PDE reference
lf,0.1,300,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0488263629275444,0.029071229208446,-0.0197551337190984,identity
lf,0.1,301,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0537671827918575,0.0284161223581419,-0.0253510604337156,identity
lf,0.1,302,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0492730204998234,0.0304411987975298,-0.0188318217022936,identity
lf,0.1,303,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0408024965185265,0.0372031431370512,-0.0035993533814753023,identity
lf,0.1,304,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.044617937229629,0.0347222754832287,-0.009895661746400303,identity
lf,0.1,305,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0484250906141092,0.0294763503460038,-0.018948740268105398,identity
lf,0.1,306,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0391376738270586,0.0373877130642066,-0.0017499607628519986,identity
lf,0.1,307,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0374458104007041,0.0405419945762393,0.0030961841755351993,PDE reference
lf,0.1,308,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0455716224685994,0.0343089792947753,-0.011262643173824104,identity
lf,0.1,309,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0521371733630901,0.0271556139810934,-0.024981559381996702,identity
lf,0.1,310,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0328252499082087,0.0433975090124756,0.010572259104266901,PDE reference
lf,0.1,311,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0391291265499287,0.0390701473575208,-5.897919240790278e-05,identity
lf,0.1,312,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0463260152982856,0.0310803060419955,-0.015245709256290103,identity
lf,0.1,313,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0439410103324767,0.0359958870610851,-0.007945123271391602,identity
lf,0.1,314,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0478572318178792,0.0288986036076157,-0.018958628210263503,identity
lf,0.1,315,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0491388346669703,0.0305129040803145,-0.0186259305866558,identity
lf,0.1,316,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0451889611041297,0.0348562435469361,-0.010332717557193595,identity
lf,0.1,317,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0512006141236465,0.0280230577828005,-0.023177556340846003,identity
lf,0.1,318,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.0419217782696815,0.035356722892578,-0.006565055377103501,identity
lf,0.1,319,full_one_step,k1_5_uniform,in_support_k1_5,uniform,5,1,5,0.039838011107396,0.0376125837790437,-0.002225427328352299,identity
lf,0.1,300,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2272589429667708,0.01641656640996,-0.2108423765568108,identity
lf,0.1,301,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2204336279273276,0.0241902225953871,-0.19624340533194048,identity
lf,0.1,302,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2219510951332705,0.025292208276915,-0.1966588868563555,identity
lf,0.1,303,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2162357508910583,0.0319121648113541,-0.18432358607970417,identity
lf,0.1,304,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2206736435256005,0.0259728651911296,-0.19470077833447091,identity
lf,0.1,305,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2166300117953212,0.028518934101495,-0.1881110776938262,identity
lf,0.1,306,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2119979890028169,0.0353082910732303,-0.1766896979295866,identity
lf,0.1,307,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2112082355251374,0.0372286520222195,-0.1739795835029179,identity
lf,0.1,308,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2145599410387892,0.0334455537406824,-0.1811143872981068,identity
lf,0.1,309,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2128063309225253,0.0332772543194748,-0.1795290766030505,identity
lf,0.1,310,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.207912871154491,0.0404293569572575,-0.1674835141972335,identity
lf,0.1,311,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2092934349168807,0.0391049137160354,-0.17018852120084532,identity
lf,0.1,312,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2224181382713355,0.0218413715642359,-0.2005767667070996,identity
lf,0.1,313,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.223485494757324,0.0213535153712437,-0.2021319793860803,identity
lf,0.1,314,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2238019798589952,0.0202273961129683,-0.20357458374602688,identity
lf,0.1,315,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2146214108387552,0.0300079844123391,-0.1846134264264161,identity
lf,0.1,316,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2078638561069149,0.0393635534761924,-0.16850030263072252,identity
lf,0.1,317,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2203078529938524,0.0263173485512586,-0.1939905044425938,identity
lf,0.1,318,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.2220633699185935,0.0218577312142773,-0.20020563870431618,identity
lf,0.1,319,full_one_step,k6_8_uniform,near_support_k6_8,uniform,3,6,8,0.217861672660671,0.0295915595839831,-0.1882701130766879,identity
lf,0.1,300,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4258139228929372,0.0181629047181818,-1.4076510181747555,identity
lf,0.1,301,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4278161032293757,0.0160056802191867,-1.4118104230101889,identity
lf,0.1,302,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4241935116452478,0.0200385804275955,-1.4041549312176522,identity
lf,0.1,303,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4256099413487364,0.018310538748732,-1.4072994026000045,identity
lf,0.1,304,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4260732423568614,0.0176895878838064,-1.408383654473055,identity
lf,0.1,305,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.423700580355138,0.0204571041863673,-1.4032434761687707,identity
lf,0.1,306,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4209860125650964,0.0233892812245117,-1.3975967313405846,identity
lf,0.1,307,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4173203574348208,0.0271847320294274,-1.3901356254053934,identity
lf,0.1,308,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4242492670150828,0.0198630669767243,-1.4043862000383585,identity
lf,0.1,309,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4208356094394714,0.0235230777152684,-1.397312531724203,identity
lf,0.1,310,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4222268594148346,0.0224206878830603,-1.3998061715317742,identity
lf,0.1,311,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.422524881078425,0.0218398171494754,-1.4006850639289496,identity
lf,0.1,312,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.423393051716363,0.020680426279785,-1.402712625436578,identity
lf,0.1,313,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4252255630863735,0.0189618673086927,-1.4062636957776808,identity
lf,0.1,314,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.427059552059464,0.0167050988639206,-1.4103544531955434,identity
lf,0.1,315,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4252691094231162,0.0185960829811983,-1.406673026441918,identity
lf,0.1,316,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.418683348742829,0.0258716547523378,-1.392811693990491,identity
lf,0.1,317,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4247438381558677,0.0192615309605175,-1.4054823071953502,identity
lf,0.1,318,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4254697855770475,0.0185429605517682,-1.4069268250252793,identity
lf,0.1,319,full_one_step,k9_32_uniform,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.4259684054642472,0.0180161351165138,-1.4079522703477334,identity
lf,0.25,300,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0184870475944849,0.0407372641496491,0.022250216555164203,PDE reference
lf,0.25,301,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0164044720524672,0.0419594973388597,0.025555025286392502,PDE reference
lf,0.25,302,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0223029429917322,0.0386129192157073,0.016309976223975103,PDE reference
lf,0.25,303,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0209273648871212,0.0389452457546773,0.018017880867556103,PDE reference
lf,0.25,304,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0182496566304328,0.0399923500246956,0.021742693394262803,PDE reference
lf,0.25,305,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0214740614122403,0.0384706892095508,0.016996627797310503,PDE reference
lf,0.25,306,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0217577066026804,0.0404684064938677,0.018710699891187302,PDE reference
lf,0.25,307,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0243631984003065,0.0371467764208208,0.012783578020514302,PDE reference
lf,0.25,308,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.021619258936718,0.0398429685928106,0.018223709656092598,PDE reference
lf,0.25,309,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0222751971504691,0.0388729284948698,0.0165977313444007,PDE reference
lf,0.25,310,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0194598356447188,0.0404911474530619,0.021031311808343098,PDE reference
lf,0.25,311,full_one_step,k1_5_empirical_power,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0240216484636499,0.0378884540562564,0.013866805592606498,PDE reference
