pde,r,seed,target,substitution,mse,mse_original,mse_persistence,excess,ratio,skill
lf,0.4,303,layer1,frozen,3.179099730382662e-06,9.886405458181535e-09,2.7937512641074136e-05,0.11347950943581446,321.5627503676561,0.9996461243495369
lf,0.4,303,layer1,original,9.886405458181535e-09,9.886405458181535e-09,2.7937512641074136e-05,0.0,1.0,0.9996461243495369
lf,0.4,303,layer2,stencil,2.0993151022552503e-06,9.886405458181535e-09,2.7937512641074136e-05,0.07481583573087323,212.34361782299283,0.9996461243495369
lf,0.4,303,layer2,acf,1.3009141725806028e-06,9.886405458181535e-09,2.7937512641074136e-05,0.046227622649718095,131.58616426195894,0.9996461243495369
lf,0.4,303,layer2,xcorr,1.2899990154968677e-06,9.886405458181535e-09,2.7937512641074136e-05,0.045836785383720345,130.482107066459,0.9996461243495369
lf,0.4,303,layer2,uniform,1.3629174323431803e-06,9.886405458181535e-09,2.7937512641074136e-05,0.04844776335338825,137.8577318225698,0.9996461243495369
lf,0.4,303,layer2,random,1.3000385820083338e-06,9.886405458181535e-09,2.7937512641074136e-05,0.04619627051957706,131.4975991534397,0.9996461243495369
lf,0.4,303,layer2,identity,2.085297895748628e-06,9.886405458181535e-09,2.7937512641074136e-05,0.0743139238824274,210.9257914384779,0.9996461243495369
lf,0.4,303,layer2,frozen,1.07057036986824e-06,9.886405458181535e-09,2.7937512641074136e-05,0.037979739325549045,108.28711955994939,0.9996461243495369
lf,0.4,303,layer2,original,9.886405458181535e-09,9.886405458181535e-09,2.7937512641074136e-05,0.0,1.0,0.9996461243495369
lf,0.4,303,layer3,stencil,2.1876657495534246e-06,9.886405458181535e-09,2.7937512641074136e-05,0.0779793930827509,221.28019721697868,0.9996461243495369
lf,0.4,303,layer3,acf,1.9850724590486646e-07,9.886405458181535e-09,2.7937512641074136e-05,0.0067539159560270024,20.078808900214685,0.9996461243495369
lf,0.4,303,layer3,xcorr,1.9419550872923352e-07,9.886405458181535e-09,2.7937512641074136e-05,0.0065995262796808545,19.642681007840544,0.9996461243495369
lf,0.4,303,layer3,uniform,1.6892380885757952e-07,9.886405458181535e-09,2.7937512641074136e-05,0.00569462660584373,17.08647390319056,0.9996461243495369
lf,0.4,303,layer3,random,1.3326019514259269e-07,9.886405458181535e-09,2.7937512641074136e-05,0.0044176253521709345,13.479135132204462,0.9996461243495369
lf,0.4,303,layer3,identity,2.2123837797316526e-06,9.886405458181535e-09,2.7937512641074136e-05,0.0788644675953389,223.780401187247,0.9996461243495369
lf,0.4,303,layer3,frozen,7.003193518845263e-08,9.886405458181535e-09,2.7937512641074136e-05,0.002153621264580225,7.083660030400374,0.9996461243495369
lf,0.4,303,layer3,original,9.886405458181535e-09,9.886405458181535e-09,2.7937512641074136e-05,0.0,1.0,0.9996461243495369
lf,0.4,304,all,stencil,3.097141839702999e-05,7.920259201960045e-09,2.605412191769574e-05,1.1887913079921464,3910.4046480404863,0.9996960074407044
lf,0.4,304,all,acf,3.05910748927829e-05,7.920259201960045e-09,2.605412191769574e-05,1.1741886603879395,3862.38304994014,0.9996960074407044
lf,0.4,304,all,xcorr,3.0739857763251166e-05,7.920259201960045e-09,2.605412191769574e-05,1.1799009278586072,3881.1681511185775,0.9996960074407044
lf,0.4,304,all,uniform,3.0306566010107616e-05,7.920259201960045e-09,2.605412191769574e-05,1.1632654215062923,3826.4613868454685,0.9996960074407044
lf,0.4,304,all,random,3.0378191567148605e-05,7.920259201960045e-09,2.605412191769574e-05,1.1660153640115418,3835.504721819059,0.9996960074407044
lf,0.4,304,all,identity,3.0445609553453323e-05,7.920259201960045e-09,2.605412191769574e-05,1.1686037639321394,3844.0168152475208,0.9996960074407044
lf,0.4,304,all,frozen,1.1195996989954438e-05,7.920259201960045e-09,2.605412191769574e-05,0.4295473435031168,1413.5897202939695,0.9996960074407044
lf,0.4,304,all,original,7.920259201960045e-09,7.920259201960045e-09,2.605412191769574e-05,0.0,1.0,0.9996960074407044
lf,0.4,304,layer0,stencil,2.053862976936216e-05,7.920259201960045e-09,2.605412191769574e-05,0.788241977826546,2593.176466280222,0.9996960074407044
lf,0.4,304,layer0,acf,5.129381406732136e-06,7.920259201960045e-09,2.605412191769574e-05,0.19662986621544665,647.6279722591347,0.9996960074407044
lf,0.4,304,layer0,xcorr,5.169422053086237e-06,7.920259201960045e-09,2.605412191769574e-05,0.1981671593255552,652.6834439720038,0.9996960074407044
lf,0.4,304,layer0,uniform,4.424835077010414e-06,7.920259201960045e-09,2.605412191769574e-05,0.16957999771794283,558.6730136199823,0.9996960074407044
lf,0.4,304,layer0,random,4.604363968319092e-06,7.920259201960045e-09,2.605412191769574e-05,0.17647270682242497,581.3400610903793,0.9996960074407044
lf,0.4,304,layer0,identity,2.2832632907920924e-05,7.920259201960045e-09,2.605412191769574e-05,0.876316360749504,2882.8138480960924,0.9996960074407044
lf,0.4,304,layer0,frozen,4.121448341720679e-06,7.920259201960045e-09,2.605412191769574e-05,0.1579319755123404,520.3678612817034,0.9996960074407044
lf,0.4,304,layer0,original,7.920259201960045e-09,7.920259201960045e-09,2.605412191769574e-05,0.0,1.0,0.9996960074407044
lf,0.4,304,layer1,stencil,9.536538598808875e-06,7.920259201960045e-09,2.605412191769574e-05,0.3658352363443209,1204.0690027478956,0.9996960074407044
lf,0.4,304,layer1,acf,5.5062948871587025e-06,7.920259201960045e-09,2.605412191769574e-05,0.21110082383792414,695.2165007170531,0.9996960074407044
lf,0.4,304,layer1,xcorr,5.549118824499377e-06,7.920259201960045e-09,2.605412191769574e-05,0.21274497671296377,700.6233865586273,0.9996960074407044
lf,0.4,304,layer1,uniform,6.008185821387846e-06,7.920259201960045e-09,2.605412191769574e-05,0.23037008009300938,758.5844942929375,0.9996960074407044
lf,0.4,304,layer1,random,6.236533255654653e-06,7.920259201960045e-09,2.605412191769574e-05,0.2391370948485886,787.415297483103,0.9996960074407044
lf,0.4,304,layer1,identity,1.128670601246995e-05,7.920259201960045e-09,2.605412191769574e-05,0.4330299634914302,1425.0425048812547,0.9996960074407044
lf,0.4,304,layer1,frozen,1.981804386069763e-06,7.920259201960045e-09,2.605412191769574e-05,0.07578395317476593,250.2196374557188,0.9996960074407044
lf,0.4,304,layer1,original,7.920259201960045e-09,7.920259201960045e-09,2.605412191769574e-05,0.0,1.0,0.9996960074407044
lf,0.4,304,layer2,stencil,4.534736239070192e-06,7.920259201960045e-09,2.605412191769574e-05,0.17379946754700862,572.5489688453592,0.9996960074407044
lf,0.4,304,layer2,acf,9.906183698615845e-07,7.920259201960045e-09,2.605412191769574e-05,0.03772903717572049,125.07398364139823,0.9996960074407044
lf,0.4,304,layer2,xcorr,9.931288079134681e-07,7.920259201960045e-09,2.605412191769574e-05,0.03782542121224142,125.39094776944879,0.9996960074407044
lf,0.4,304,layer2,uniform,8.271186040242906e-07,7.920259201960045e-09,2.605412191769574e-05,0.03145173931935624,104.43074941532237,0.9996960074407044
lf,0.4,304,layer2,random,8.972363738507516e-07,7.920259201960045e-09,2.605412191769574e-05,0.03414379287656255,113.28371344573047,0.9996960074407044
lf,0.4,304,layer2,identity,3.6070067339633027e-06,7.920259201960045e-09,2.605412191769574e-05,0.13818085730698723,455.4152385657616,0.9996960074407044
lf,0.4,304,layer2,frozen,5.034894915850741e-07,7.920259201960045e-09,2.605412191769574e-05,0.019026545170800626,63.56982502043296,0.9996960074407044
lf,0.4,304,layer2,original,7.920259201960045e-09,7.920259201960045e-09,2.605412191769574e-05,0.0,1.0,0.9996960074407044
lf,0.4,304,layer3,stencil,3.670056153981527e-06,7.920259201960045e-09,2.605412191769574e-05,0.14060153349021348,463.37576339336084,0.9996960074407044
lf,0.4,304,layer3,acf,2.9995442807351225e-07,7.920259201960045e-09,2.605412191769574e-05,0.011212159557872371,37.871794397749234,0.9996960074407044
lf,0.4,304,layer3,xcorr,2.9641970458738065e-07,7.920259201960045e-09,2.605412191769574e-05,0.011076449809000834,37.42550553320591,0.9996960074407044
lf,0.4,304,layer3,uniform,2.6462606605992534e-07,7.920259201960045e-09,2.605412191769574e-05,0.009855786660326821,33.41128860965026,0.9996960074407044
lf,0.4,304,layer3,random,3.1826030510995196e-07,7.920259201960045e-09,2.605412191769574e-05,0.011914982843833919,40.183066866194395,0.9996960074407044
lf,0.4,304,layer3,identity,3.8149140483279e-06,7.920259201960045e-09,2.605412191769574e-05,0.1461631081200073,481.665302997131,0.9996960074407044
lf,0.4,304,layer3,frozen,1.4721867037242875e-07,7.920259201960045e-09,2.605412191769574e-05,0.0053481276462836146,18.587607629810424,0.9996960074407044
lf,0.4,304,layer3,original,7.920259201960045e-09,7.920259201960045e-09,2.605412191769574e-05,0.0,1.0,0.9996960074407044
lf,0.4,305,all,stencil,1.7566296662607783e-05,4.8266262714022345e-09,1.816318035707809e-05,0.9671289752739171,3639.4565634153423,0.9997342631534504
lf,0.4,305,all,acf,2.6704951864076065e-05,4.8266262714022345e-09,1.816318035707809e-05,1.4704045109830837,5532.840199852002,0.9997342631534504
lf,0.4,305,all,xcorr,2.6872286269963297e-05,4.8266262714022345e-09,1.816318035707809e-05,1.4796197960451507,5567.509220504935,0.9997342631534504
lf,0.4,305,all,uniform,2.748263522533989e-05,4.8266262714022345e-09,1.816318035707809e-05,1.513232367119868,5693.963791680854,0.9997342631534504
lf,0.4,305,all,random,2.7014986322626555e-05,4.8266262714022345e-09,1.816318035707809e-05,1.4874784408748942,5597.074395979315,0.9997342631534504
lf,0.4,305,all,identity,1.8827780380092918e-05,4.8266262714022345e-09,1.816318035707809e-05,1.0366002355096373,3900.815874568026,0.9997342631534504
lf,0.4,305,all,frozen,1.6527911377295368e-05,4.8266262714022345e-09,1.816318035707809e-05,0.9099439847893042,3424.3196899712866,0.9997342631534504
lf,0.4,305,all,original,4.8266262714022345e-09,4.8266262714022345e-09,1.816318035707809e-05,0.0,1.0,0.9997342631534504
lf,0.4,305,layer0,stencil,2.3752657625664142e-05,4.8266262714022345e-09,1.816318035707809e-05,1.3078185033427994,4921.17190974546,0.9997342631534504
lf,0.4,305,layer0,acf,3.618103178837373e-06,4.8266262714022345e-09,1.816318035707809e-05,0.19898701204591251,749.6132858420463,0.9997342631534504
lf,0.4,305,layer0,xcorr,3.6356749433252844e-06,4.8266262714022345e-09,1.816318035707809e-05,0.19995470794766707,753.2538752516767,0.9997342631534504
lf,0.4,305,layer0,uniform,2.5332039967906894e-06,4.8266262714022345e-09,1.816318035707809e-05,0.1392404514198746,524.8394746864752,0.9997342631534504
lf,0.4,305,layer0,random,2.549453213873676e-06,4.8266262714022345e-09,1.816318035707809e-05,0.14013531321868505,528.2060533626125,0.9997342631534504
lf,0.4,305,layer0,identity,2.628134143378702e-05,4.8266262714022345e-09,1.816318035707809e-05,1.4470758306099085,5445.074873417068,0.9997342631534504
lf,0.4,305,layer0,frozen,2.931101377612322e-06,4.8266262714022345e-09,1.816318035707809e-05,0.16115308660257713,607.2774672816705,0.9997342631534504
lf,0.4,305,layer0,original,4.8266262714022345e-09,4.8266262714022345e-09,1.816318035707809e-05,0.0,1.0,0.9997342631534504
lf,0.4,305,layer1,stencil,4.006193940031544e-06,4.8266262714022345e-09,1.816318035707809e-05,0.22035958617611862,830.0195032228302,0.9997342631534504
lf,0.4,305,layer1,acf,2.1574508628635636e-06,4.8266262714022345e-09,1.816318035707809e-05,0.11854732364532093,446.98941694459796,0.9997342631534504
lf,0.4,305,layer1,xcorr,2.180175019336761e-06,4.8266262714022345e-09,1.816318035707809e-05,0.119798767295449,451.69749981561654,0.9997342631534504
lf,0.4,305,layer1,uniform,2.277801471120555e-06,4.8266262714022345e-09,1.816318035707809e-05,0.12517516062003578,471.9241439132197,0.9997342631534504
lf,0.4,305,layer1,random,2.1703056124755538e-06,4.8266262714022345e-09,1.816318035707809e-05,0.11925524848270205,449.6527160875531,0.9997342631534504
lf,0.4,305,layer1,identity,4.7340539753859545e-06,4.8266262714022345e-09,1.816318035707809e-05,0.2604436183601351,980.8204963858977,0.9997342631534504
lf,0.4,305,layer1,frozen,1.2279922747410188e-06,4.8266262714022345e-09,1.816318035707809e-05,0.06736104311011663,254.42041825713216,0.9997342631534504
lf,0.4,305,layer1,original,4.8266262714022345e-09,4.8266262714022345e-09,1.816318035707809e-05,0.0,1.0,0.9997342631534504
lf,0.4,305,layer2,stencil,1.9177200731024246e-06,4.8266262714022345e-09,1.816318035707809e-05,0.10534509213716269,397.3210199565104,0.9997342631534504
lf,0.4,305,layer2,acf,1.4019738967668838e-06,4.8266262714022345e-09,1.816318035707809e-05,0.07694239748866337,290.4666361001639,0.9997342631534504
lf,0.4,305,layer2,xcorr,1.4073166289818584e-06,4.8266262714022345e-09,1.816318035707809e-05,0.07723662747747069,291.573565022055,0.9997342631534504
lf,0.4,305,layer2,uniform,1.3943030496704756e-06,4.8266262714022345e-09,1.816318035707809e-05,0.07651995571832852,288.87735889802,0.9997342631534504
lf,0.4,305,layer2,random,1.4035598169398478e-06,4.8266262714022345e-09,1.816318035707809e-05,0.07702973581219615,290.795213471559,0.9997342631534504
lf,0.4,305,layer2,identity,1.9913207516264464e-06,4.8266262714022345e-09,1.816318035707809e-05,0.10939836038026085,412.5699069399725,0.9997342631534504
lf,0.4,305,layer2,frozen,1.2722648909391232e-06,4.8266262714022345e-09,1.816318035707809e-05,0.06979918353046727,263.5929983801095,0.9997342631534504
lf,0.4,305,layer2,original,4.8266262714022345e-09,4.8266262714022345e-09,1.816318035707809e-05,0.0,1.0,0.9997342631534504
lf,0.4,305,layer3,stencil,1.5344891592938836e-06,4.8266262714022345e-09,1.816318035707809e-05,0.08424015501071119,317.9216854608639,0.9997342631534504
lf,0.4,305,layer3,acf,2.7455842678547615e-07,4.8266262714022345e-09,1.816318035707809e-05,0.014854419321970716,56.88412803208632,0.9997342631534504
lf,0.4,305,layer3,xcorr,2.7182683869086954e-07,4.8266262714022345e-09,1.816318035707809e-05,0.014703987838197366,56.31818653568515,0.9997342631534504
lf,0.4,305,layer3,uniform,2.6770132504488897e-07,4.8266262714022345e-09,1.816318035707809e-05,0.014476791380460043,55.46344589201355,0.9997342631534504
lf,0.4,305,layer3,random,2.538106508714888e-07,4.8266262714022345e-09,1.816318035707809e-05,0.013711817067296739,52.58551969836926,0.9997342631534504
lf,0.4,305,layer3,identity,1.513463385838243e-06,4.8266262714022345e-09,1.816318035707809e-05,0.08308224313349244,313.5654804693529,0.9997342631534504
lf,0.4,305,layer3,frozen,1.6016398051571512e-07,4.8266262714022345e-09,1.816318035707809e-05,0.008554594571025134,33.18342285266354,0.9997342631534504
lf,0.4,305,layer3,original,4.8266262714022345e-09,4.8266262714022345e-09,1.816318035707809e-05,0.0,1.0,0.9997342631534504
lf,0.4,306,all,stencil,2.4654959887016048e-05,8.399421013750852e-09,2.6701136448537e-05,0.923343321465644,2935.316594638243,0.9996854283326128
lf,0.4,306,all,acf,2.870857038961283e-05,8.399421013750852e-09,2.6701136448537e-05,1.075205249240868,3417.922538067027,0.9996854283326128
lf,0.4,306,all,xcorr,2.8771829674756333e-05,8.399421013750852e-09,2.6701136448537e-05,1.0775751555220514,3425.453924461391,0.9996854283326128
lf,0.4,306,all,uniform,2.9781815922280686e-05,8.399421013750852e-09,2.6701136448537e-05,1.1154126484132052,3545.6986706017365,0.9996854283326128
lf,0.4,306,all,random,3.057262302519348e-05,8.399421013750852e-09,2.6701136448537e-05,1.1450389509575034,3639.8488628135747,0.9996854283326128
lf,0.4,306,all,identity,2.5766992250098042e-05,8.399421013750852e-09,2.6701136448537e-05,0.9650038061860892,3067.7105252748265,0.9996854283326128
lf,0.4,306,all,frozen,1.9015149263168496e-05,8.399421013750852e-09,2.6701136448537e-05,0.7120569847354591,2263.8642868405373,0.9996854283326128
lf,0.4,306,all,original,8.399421013750852e-09,8.399421013750852e-09,2.6701136448537e-05,0.0,1.0,0.9996854283326128
lf,0.4,306,layer0,stencil,8.713884767530544e-06,8.399421013750852e-09,2.6701136448537e-05,0.3261368565366844,1037.4387417019432,0.9996854283326128
lf,0.4,306,layer0,acf,1.904780305539422e-06,8.399421013750852e-09,2.6701136448537e-05,0.07104482700932042,226.77519110199023,0.9996854283326128
lf,0.4,306,layer0,xcorr,1.913517581608737e-06,8.399421013750852e-09,2.6701136448537e-05,0.07137215485360653,227.81541471442864,0.9996854283326128
lf,0.4,306,layer0,uniform,1.9494756688387405e-06,8.399421013750852e-09,2.6701136448537e-05,0.07271926613683412,232.09643446223458,0.9996854283326128
lf,0.4,306,layer0,random,2.012021404818043e-06,8.399421013750852e-09,2.6701136448537e-05,0.07506244045855356,239.542868672034,0.9996854283326128
lf,0.4,306,layer0,identity,1.2008256476292445e-05,8.399421013750852e-09,2.6701136448537e-05,0.44955513714856127,1429.65288400635,0.9996854283326128
lf,0.4,306,layer0,frozen,1.6768248691789722e-06,8.399421013750852e-09,2.6701136448537e-05,0.06250484715916861,199.63576851711687,0.9996854283326128
lf,0.4,306,layer0,original,8.399421013750852e-09,8.399421013750852e-09,2.6701136448537e-05,0.0,1.0,0.9996854283326128
lf,0.4,306,layer1,stencil,7.07027955648698e-06,8.399421013750852e-09,2.6701136448537e-05,0.2645618592125501,841.7579669970218,0.9996854283326128
lf,0.4,306,layer1,acf,2.9833402088452754e-06,8.399421013750852e-09,2.6701136448537e-05,0.11145132043836577,355.18403041842913,0.9996854283326128
lf,0.4,306,layer1,xcorr,2.9990471785146244e-06,8.399421013750852e-09,2.6701136448537e-05,0.11203975652317616,357.05403665381544,0.9996854283326128
lf,0.4,306,layer1,uniform,3.0868044495480085e-06,8.399421013750852e-09,2.6701136448537e-05,0.1153274400208593,367.5020509740543,0.9996854283326128
lf,0.4,306,layer1,random,3.21033221101219e-06,8.399421013750852e-09,2.6701136448537e-05,0.11995520679265233,382.20875055036464,0.9996854283326128
lf,0.4,306,layer1,identity,8.729612535063325e-06,8.399421013750852e-09,2.6701136448537e-05,0.3267260717796384,1039.3112240441228,0.9996854283326128
lf,0.4,306,layer1,frozen,1.8450540096581758e-06,8.399421013750852e-09,2.6701136448537e-05,0.0688072784274848,219.66442765966877,0.9996854283326128
lf,0.4,306,layer1,original,8.399421013750852e-09,8.399421013750852e-09,2.6701136448537e-05,0.0,1.0,0.9996854283326128
lf,0.4,306,layer2,stencil,4.417172993820273e-06,8.399421013750852e-09,2.6701136448537e-05,0.16516753483393534,525.8901758334099,0.9996854283326128
lf,0.4,306,layer2,acf,2.0440418371792113e-06,8.399421013750852e-09,2.6701136448537e-05,0.0762620339033229,243.3550876700753,0.9996854283326128
lf,0.4,306,layer2,xcorr,2.0509664506174197e-06,8.399421013750852e-09,2.6701136448537e-05,0.07652145328886842,244.1795032371569,0.9996854283326128
lf,0.4,306,layer2,uniform,2.0279232108011414e-06,8.399421013750852e-09,2.6701136448537e-05,0.0756581757691252,241.4360713055328,0.9996854283326128
lf,0.4,306,layer2,random,2.0316935584185902e-06,8.399421013750852e-09,2.6701136448537e-05,0.07579942571339136,241.8849531524216,0.9996854283326128
lf,0.4,306,layer2,identity,5.145164376663125e-06,8.399421013750852e-09,2.6701136448537e-05,0.19244054854145473,612.5617906567463,0.9996854283326128
lf,0.4,306,layer2,frozen,2.0193025774550843e-06,8.399421013750852e-09,2.6701136448537e-05,0.07533521775484708,240.40973468876552,0.9996854283326128
lf,0.4,306,layer2,original,8.399421013750852e-09,8.399421013750852e-09,2.6701136448537e-05,0.0,1.0,0.9996854283326128
lf,0.4,306,layer3,stencil,1.5280944831719268e-06,8.399421013750852e-09,2.6701136448537e-05,0.05693290502922939,181.92854967863312,0.9996854283326128
lf,0.4,306,layer3,acf,1.6562979071599315e-07,8.399421013750852e-09,2.6701136448537e-05,0.005890380201180565,19.71919141150771,0.9996854283326128
lf,0.4,306,layer3,xcorr,1.6289929907764567e-07,8.399421013750852e-09,2.6701136448537e-05,0.005788086770741714,19.394110476300703,0.9996854283326128
lf,0.4,306,layer3,uniform,1.3250842710588184e-07,8.399421013750852e-09,2.6701136448537e-05,0.004649542156885616,15.775900135134288,0.9996854283326128
lf,0.4,306,layer3,random,1.1949537276345623e-07,8.399421013750852e-09,2.6701136448537e-05,0.00416202923046643,14.226620212015577,0.9996854283326128
lf,0.4,306,layer3,identity,1.5393417830411593e-06,8.399421013750852e-09,2.6701136448537e-05,0.05735426683478853,183.26760624584404,0.9996854283326128
lf,0.4,306,layer3,frozen,1.007696708368866e-07,8.399421013750852e-09,2.6701136448537e-05,0.003460501249006106,11.997216316685954,0.9996854283326128
lf,0.4,306,layer3,original,8.399421013750852e-09,8.399421013750852e-09,2.6701136448537e-05,0.0,1.0,0.9996854283326128
lf,0.4,307,all,stencil,3.349457519163934e-05,9.464117184387888e-09,3.080605165450834e-05,1.087299397502163,3539.1124749482565,0.9996927838305756
lf,0.4,307,all,acf,3.700673465623083e-05,9.464117184387888e-09,3.080605165450834e-05,1.20134318434494,3910.215177521,0.9996927838305756
lf,0.4,307,all,xcorr,3.7113922512155284e-05,9.464117184387888e-09,3.080605165450834e-05,1.2048236951578521,3921.540888502397,0.9996927838305756
lf,0.4,307,all,uniform,3.83321085415389e-05,9.464117184387888e-09,3.080605165450834e-05,1.2443795721817994,4050.2571761021695,0.9996927838305756
lf,0.4,307,all,random,4.0591783214249944e-05,9.464117184387888e-09,3.080605165450834e-05,1.3177537624219495,4289.0195063529645,0.9996927838305756
lf,0.4,307,all,identity,3.29544739727794e-05,9.464117184387888e-09,3.080605165450834e-05,1.0697617005672229,3482.0441601400985,0.9996927838305756
lf,0.4,307,all,frozen,2.6742750410591043e-05,9.464117184387888e-09,3.080605165450834e-05,0.86806001674722,2825.6994170260464,0.9996927838305756
lf,0.4,307,all,original,9.464117184387888e-09,9.464117184387888e-09,3.080605165450834e-05,0.0,1.0,0.9996927838305756
lf,0.4,307,layer0,stencil,4.552486461761873e-05,9.464117184387888e-09,3.080605165450834e-05,1.4779364903748482,4810.260030667948,0.9996927838305756
lf,0.4,307,layer0,acf,5.146962474888994e-06,9.464117184387888e-09,3.080605165450834e-05,0.16682037746806236,543.839681463315,0.9996927838305756
lf,0.4,307,layer0,xcorr,5.175760419362518e-06,9.464117184387888e-09,3.080605165450834e-05,0.16775547926915063,546.8825373274657,0.9996927838305756
lf,0.4,307,layer0,uniform,5.3176282983624645e-06,9.464117184387888e-09,3.080605165450834e-05,0.172362089622587,561.8726178850028,0.9996927838305756
lf,0.4,307,layer0,random,5.451396478228787e-06,9.464117184387888e-09,3.080605165450834e-05,0.17670569359183205,576.0068659358393,0.9996927838305756
lf,0.4,307,layer0,identity,5.3079959798196796e-05,9.464117184387888e-09,3.080605165450834e-05,1.723258968763782,5608.54845349528,0.9996927838305756
lf,0.4,307,layer0,frozen,4.002441039929749e-06,9.464117184387888e-09,3.080605165450834e-05,0.12965647307209183,422.90696130984304,0.9996927838305756
lf,0.4,307,layer0,original,9.464117184387888e-09,9.464117184387888e-09,3.080605165450834e-05,0.0,1.0,0.9996927838305756
lf,0.4,307,layer1,stencil,8.420251784713173e-06,9.464117184387888e-09,3.080605165450834e-05,0.27310778044273004,889.7028239045172,0.9996927838305756
lf,0.4,307,layer1,acf,4.379625191619496e-06,9.464117184387888e-09,3.080605165450834e-05,0.14190406872640315,462.76109079082136,0.9996927838305756
lf,0.4,307,layer1,xcorr,4.40547220637022e-06,9.464117184387888e-09,3.080605165450834e-05,0.1427433505046001,465.4921447546672,0.9996927838305756
lf,0.4,307,layer1,uniform,4.593361686844322e-06,9.464117184387888e-09,3.080605165450834e-05,0.14884433426607657,485.34497168120254,0.9996927838305756
lf,0.4,307,layer1,random,4.853633294110704e-06,9.464117184387888e-09,3.080605165450834e-05,0.15729564748222255,512.8458576270918,0.9996927838305756
lf,0.4,307,layer1,identity,1.0362196989799344e-05,9.464117184387888e-09,3.080605165450834e-05,0.3361649358088117,1094.8931408935784,0.9996927838305756
lf,0.4,307,layer1,frozen,3.5683683461407156e-06,9.464117184387888e-09,3.080605165450834e-05,0.11556164216711058,377.0418599663089,0.9996927838305756
lf,0.4,307,layer1,original,9.464117184387888e-09,9.464117184387888e-09,3.080605165450834e-05,0.0,1.0,0.9996927838305756
lf,0.4,307,layer2,stencil,3.921779389015612e-06,9.464117184387888e-09,3.080605165450834e-05,0.12703729811264608,414.38406906932875,0.9996927838305756
lf,0.4,307,layer2,acf,1.6514480266627274e-06,9.464117184387888e-09,3.080605165450834e-05,0.05331707311689439,174.4957289188023,0.9996927838305756
lf,0.4,307,layer2,xcorr,1.654004879975135e-06,9.464117184387888e-09,3.080605165450834e-05,0.05340009703340166,174.76589181541408,0.9996927838305756
lf,0.4,307,layer2,uniform,1.6086813203197714e-06,9.464117184387888e-09,3.080605165450834e-05,0.051928389832062105,169.97690212178162,0.9996927838305756
lf,0.4,307,layer2,random,1.5676815220133644e-06,9.464117184387888e-09,3.080605165450834e-05,0.050597080047927186,165.64477081913452,0.9996927838305756
lf,0.4,307,layer2,identity,4.256823928461273e-06,9.464117184387888e-09,3.080605165450834e-05,0.13791657293618306,449.78563193230286,0.9996927838305756
lf,0.4,307,layer2,frozen,1.7478683841665177e-06,9.464117184387888e-09,3.080605165450834e-05,0.056447951087933664,184.68372169459406,0.9996927838305756
lf,0.4,307,layer2,original,9.464117184387888e-09,9.464117184387888e-09,3.080605165450834e-05,0.0,1.0,0.9996927838305756
lf,0.4,307,layer3,stencil,2.027007811711279e-06,9.464117184387888e-09,3.080605165450834e-05,0.0655119237506989,214.17822415122387,0.9996927838305756
lf,0.4,307,layer3,acf,2.0849254644961235e-07,9.464117184387888e-09,3.080605165450834e-05,0.00646267801664752,22.02979341734525,0.9996927838305756
lf,0.4,307,layer3,xcorr,2.052333722413202e-07,9.464117184387888e-09,3.080605165450834e-05,0.006356848946970817,21.685421708416232,0.9996927838305756
lf,0.4,307,layer3,uniform,1.7250512870936596e-07,9.464117184387888e-09,3.080605165450834e-05,0.005294125893895886,18.227281567680958,0.9996927838305756
lf,0.4,307,layer3,random,1.6273976113923005e-07,9.464117184387888e-09,3.080605165450834e-05,0.004977033373229408,17.19545077143459,0.9996927838305756
lf,0.4,307,layer3,identity,2.0281329606852694e-06,9.464117184387888e-09,3.080605165450834e-05,0.06554845860939476,214.29710993339134,0.9996927838305756
lf,0.4,307,layer3,frozen,9.430324954262659e-08,9.464117184387888e-09,3.080605165450834e-05,0.002754822502831453,9.96429436632402,0.9996927838305756
lf,0.4,307,layer3,original,9.464117184387888e-09,9.464117184387888e-09,3.080605165450834e-05,0.0,1.0,0.9996927838305756
lf,0.4,308,all,stencil,2.3449934701602615e-05,7.670975153695192e-09,2.2874890419188887e-05,1.0251471012390063,3056.9691899349364,0.9996646552174405
lf,0.4,308,all,acf,2.688656297777925e-05,7.670975153695192e-09,2.2874890419188887e-05,1.1754333345341115,3504.9732842411436,0.9996646552174405
lf,0.4,308,all,xcorr,2.699109461001825e-05,7.670975153695192e-09,2.2874890419188887e-05,1.1800045782087012,3518.6001869679303,0.9996646552174405
lf,0.4,308,all,uniform,2.7893811836321447e-05,7.670975153695192e-09,2.2874890419188887e-05,1.2194810536285696,3636.2797789645683,0.9996646552174405
lf,0.4,308,all,random,2.656850438897962e-05,7.670975153695192e-09,2.2874890419188887e-05,1.1615244030359884,3463.510682364977,0.9996646552174405
lf,0.4,308,all,identity,2.4076990200683213e-05,7.670975153695192e-09,2.2874890419188887e-05,1.0525686904976062,3138.7130994792838,0.9996646552174405
lf,0.4,308,all,frozen,1.9822062647278926e-05,7.670975153695192e-09,2.2874890419188887e-05,0.8664976395848479,2584.0342655432046,0.9996646552174405
lf,0.4,308,all,original,7.670975153695192e-09,7.670975153695192e-09,2.2874890419188887e-05,0.0,1.0,0.9996646552174405
