pde,r,seed,layer,head,window_mass,centrality,asymmetry,width,shift,pred_stencil_centrality,pred_stencil_asymmetry,pred_stencil_width,pred_stencil_shift,pred_acf_centrality,pred_acf_asymmetry,pred_acf_width,pred_acf_shift,pred_xcorr_centrality,pred_xcorr_asymmetry,pred_xcorr_width,pred_xcorr_shift,label,entropy
heat,0.1,102,3,3,0.003050100029213354,0.33791918033238294,0.04103754550169513,2.7546455144928785,0.16551651941740553,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.9245951640814194
heat,0.1,103,0,0,0.2520694602280855,0.3316277010416304,-0.012163019002896642,2.598337132771191,-0.06426216375394156,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.9766113228383828
heat,0.1,103,0,1,0.32741278875619173,0.28720497987498417,-0.034980813024471535,3.3413313654905403,-0.010318926979667076,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.6296375150588271
heat,0.1,103,0,2,0.18378901481628418,0.3305828000985935,0.007343013006807514,2.6134925719005078,0.012999101174391903,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.9931476845635115
heat,0.1,103,0,3,0.31576143577694893,0.32920397000141843,0.016523069076382464,2.6290196938647794,0.07648017117192213,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.9392268887177118
heat,0.1,103,1,0,0.13262632116675377,0.33217358232290867,0.000984136505232548,2.5952480767995123,0.005599115230950136,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,ungated,0.9998308829589058
heat,0.1,103,1,1,0.1339129712432623,0.33427386849784885,-0.005350177169313537,2.5825902316427274,-0.013533539435896302,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.999670609834334
heat,0.1,103,1,2,0.25584990717470646,0.33358640114742466,-0.009430835617193795,2.5657613694063373,-0.0493424525347283,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.971222285364716
heat,0.1,103,1,3,0.07315900549292564,0.3324706350630024,0.0026118501685836594,2.6113676920352673,0.030046534681849757,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,no_fit,0.9847044024717602
heat,0.1,103,2,0,0.13379839807748795,0.33307860087068714,-0.0018437245079475158,2.5832735481476816,-0.0036854434682656034,0.8,0.0,0.4472135954999579,0.0,0.33508783185915475,0.0,2.529912810186482,1.1102230246251565e-16,0.33508518759800804,-1.173854047424885e-12,2.529982149871199,-5.5990767577895895e-12,ungated,0.999835355577698
