pde,r,seed,layer,head,is_baseline,entropy,peak,window_mass,d_stencil,d_acf,d_spectral,spectral_kmax,z_stencil,z_acf,z_spectral,label,best_z,gate_threshold,floor_threshold
wave,0.25,212,3,1,False,0.9827067422546801,0.023251848295331,0.06647256342694163,0.3726397191661113,0.019935883247249264,0.01568472737178293,5,3.830614341976285,4.653302160679308,4.711190125343375,no_fit,3.830614341976285,0.9996896743994793,-1.9827702415236381
wave,0.25,212,3,2,False,0.9902882935350271,0.02272956259548664,0.08903693035244942,0.4042504665424931,0.03684652538826781,0.03104434910010721,5,18.725713506723572,28.85680477164023,29.818667475567448,no_fit,18.725713506723572,0.9996896743994793,-1.9827702415236381
wave,0.25,212,3,3,False,0.9983978604852218,0.018459532409906387,0.11238560266792774,0.3803621961597721,0.023386896467893048,0.018774636969966552,5,7.469473596028613,9.59259463696617,9.762085038176567,no_fit,7.469473596028613,0.9996896743994793,-1.9827702415236381
wave,0.25,213,0,0,False,0.8463956664411232,0.05938493832945824,0.05858676042407751,0.4168063451124,0.03956645756464691,0.03364745496206369,5,24.64208916758578,32.74973118943403,34.07381272753573,no_fit,24.64208916758578,0.9996896743994793,-1.9827702415236381
wave,0.25,213,0,1,False,0.9089824100472796,0.05082495138049126,0.04793243552558124,0.45519015282124425,0.07558254935347761,0.06739036684910943,5,42.728679001617984,84.29807361063244,89.23138176924651,no_fit,42.728679001617984,0.9996896743994793,-1.9827702415236381
wave,0.25,213,0,2,False,0.7929969388404747,0.08940302580595016,0.27944307029247284,0.48320632757158966,0.0930157589929874,0.08401003143201827,5,55.93000246779695,109.24950546689726,116.39857764583593,no_fit,55.93000246779695,0.9996896743994793,-1.9827702415236381
wave,0.25,213,0,3,False,0.9881575123204208,0.028726940974593163,0.1644571479409933,0.36367236953851767,0.017130209570709015,0.013251299793408878,5,-0.39483342607505956,0.6376574802842131,0.7334080622103153,no_fit,-0.39483342607505956,0.9996896743994793,-1.9827702415236381
wave,0.25,213,1,0,False,0.9919433290808068,0.024488354101777077,0.17769638821482658,0.3635913941803966,0.017551797277563216,0.01361138646736616,5,-0.43298930941287206,1.2410585267083494,1.3220207357781761,no_fit,-0.43298930941287206,0.9996896743994793,-1.9827702415236381
wave,0.25,213,1,1,False,0.9908371604795955,0.026068413630127907,0.08880781102925539,0.3896248704544796,0.026910383397510656,0.022082926164208642,5,11.834079421625367,14.635615735131868,15.169952333453143,no_fit,11.834079421625367,0.9996896743994793,-1.9827702415236381
wave,0.25,213,1,2,False,0.9639578898676036,0.043544892221689224,0.3177629727870226,0.3264991472078522,0.00560540399416752,0.0036872156150133954,5,-17.910991025757784,-15.857320033670685,-14.900442245566696,acf_or_spectral,-17.910991025757784,0.9996896743994793,-1.9827702415236381
wave,0.25,213,1,3,False,0.9523501608749265,0.03460310027003288,0.056130596436560154,0.3507668846705088,0.013526533434463561,0.010056714383883312,5,-6.475944846482747,-4.520135112411558,-4.4885942912141825,acf_or_spectral,-6.475944846482747,0.9996896743994793,-1.9827702415236381
wave,0.25,213,2,0,False,0.776525584600699,0.08939491957426071,0.004447665996849537,0.43904640187187566,0.07038010024651964,0.06246568426744535,5,35.12168482274918,76.85202339600326,81.18129052590808,no_fit,35.12168482274918,0.9996896743994793,-1.9827702415236381
wave,0.25,213,2,1,False,0.9901958747551746,0.02434411086142063,0.12206875998526812,0.34222634898204496,0.009266709794076764,0.006491725490634585,5,-10.500276333652204,-10.617044487144794,-10.316073605107938,acf_or_spectral,-10.617044487144794,0.9996896743994793,-1.9827702415236381
wave,0.25,213,2,2,False,0.9984318283391858,0.018875107169151306,0.11879971157759428,0.37133803320068604,0.02023433542101964,0.01594679395886687,5,3.2172551794891615,5.080464411932715,5.1395750827233355,no_fit,3.2172551794891615,0.9996896743994793,-1.9827702415236381
wave,0.25,213,2,3,False,0.9978166484362799,0.020860858261585236,0.12035991065204144,0.3767950748640425,0.022471343154678365,0.01794490343561896,5,5.7886330641697255,8.282201050366934,8.40576804750896,no_fit,5.7886330641697255,0.9996896743994793,-1.9827702415236381
wave,0.25,213,3,0,False,0.9952600148837651,0.01983609050512314,0.09713445324450731,0.37202064518163536,0.019452515397696518,0.015253116981732899,5,3.538904428278563,3.9614777514614685,4.005661806744294,no_fit,3.538904428278563,0.9996896743994793,-1.9827702415236381
wave,0.25,213,3,1,False,0.9844844936647964,0.03164742887020111,0.14198004268109798,0.3291429154926083,0.005604392016660988,0.003512972041534894,5,-16.665237791859923,-15.858768435216726,-15.18526804739397,acf_or_spectral,-16.665237791859923,0.9996896743994793,-1.9827702415236381
wave,0.25,213,3,2,False,0.9672151776208645,0.03151858225464821,0.05633381335064769,0.42316382325901414,0.0508427478360558,0.044083189262631814,5,27.637755998996532,48.8890190266468,51.132498626114575,no_fit,27.637755998996532,0.9996896743994793,-1.9827702415236381
wave,0.25,213,3,3,False,0.9583517951769281,0.033044785261154175,0.05620806687511504,0.44400432998712336,0.0646829246767773,0.05707414445206394,5,37.45787858776848,68.69789165887124,72.36805500540751,no_fit,37.45787858776848,0.9996896743994793,-1.9827702415236381
wave,0.25,214,0,0,False,0.942860759846202,0.04025045409798622,0.11489022616297007,0.3994245878106797,0.032471619758664194,0.027042965467773787,5,16.45174189157876,22.595183305949334,23.277839146891587,no_fit,16.45174189157876,0.9996896743994793,-1.9827702415236381
wave,0.25,214,0,1,False,0.8246237414192941,0.06838861852884293,0.015752259641885757,0.3615517606253561,0.017025718139298145,0.013101105243482302,5,-1.3940720608056265,0.48810321665033546,0.48789379583651604,no_fit,-1.3940720608056265,0.9996896743994793,-1.9827702415236381
wave,0.25,214,0,2,False,0.9199312223358695,0.04260313883423805,0.04011256224475801,0.43668548193066137,0.06085725000666708,0.0534484213053691,5,34.00921075734031,63.22236174731918,66.44129695146711,no_fit,34.00921075734031,0.9996896743994793,-1.9827702415236381
wave,0.25,214,0,3,False,0.7731392902157731,0.09634954482316971,0.4047901201993227,0.493997278815037,0.09540621788900339,0.08631542797186388,5,61.01473795156455,112.67087040671692,120.16707484135729,no_fit,61.01473795156455,0.9996896743994793,-1.9827702415236381
wave,0.25,214,1,0,False,0.9954374155634215,0.024367867037653923,0.14436212740838528,0.37162375652827817,0.022177197251636877,0.017717511847445806,5,3.3518890509219594,7.861202186284809,8.034064287437795,no_fit,3.3518890509219594,0.9996896743994793,-1.9827702415236381
wave,0.25,214,1,1,False,0.9643383612238814,0.026050299406051636,0.17367996275424957,0.358047903334095,0.015254737015498307,0.011544056950267832,5,-3.0451023636023176,-2.046628811643307,-2.057322189723594,acf_or_spectral,-3.0451023636023176,0.9996896743994793,-1.9827702415236381
wave,0.25,214,1,2,False,0.998476646691647,0.019700871780514717,0.13598067220300436,0.38503178398174553,0.024511024565922326,0.01979708250256293,5,9.669800365865067,11.201512685661122,11.433417086944543,no_fit,9.669800365865067,0.9996896743994793,-1.9827702415236381
wave,0.25,214,1,3,False,0.9969561606323082,0.019663337618112564,0.12999439891427755,0.36357595414301125,0.016876318507060305,0.013005825752650128,5,-0.4402647112002411,0.27427370273884516,0.3321459720734973,no_fit,-0.4402647112002411,0.9996896743994793,-1.9827702415236381
wave,0.25,214,2,0,False,0.9722183995142331,0.03307601809501648,0.16255145519971848,0.349438109998763,0.01118072236780866,0.008036417521569953,5,-7.102068305937748,-7.877597460862813,-7.791055680463216,acf_or_spectral,-7.877597460862813,0.9996896743994793,-1.9827702415236381
wave,0.25,214,2,1,False,0.8075440592784919,0.07982378453016281,0.006663768261205405,0.42369435962166196,0.05507687308252884,0.04802469190225283,5,27.887746663185894,54.94914735315003,57.575442990274354,no_fit,27.887746663185894,0.9996896743994793,-1.9827702415236381
wave,0.25,214,2,2,False,0.996722705305773,0.020613165572285652,0.10132508631795645,0.3769272121676503,0.022100556384916273,0.017619358785454814,5,5.850896642349809,7.751509283891765,7.8736192045846485,no_fit,5.850896642349809,0.9996896743994793,-1.9827702415236381
wave,0.25,214,2,3,False,0.9114679648355273,0.06104734167456627,0.04128173179924488,0.41857377582327027,0.049985671388918074,0.043304286985258796,5,25.474908948522124,47.662320959648284,49.85927252503698,no_fit,25.474908948522124,0.9996896743994793,-1.9827702415236381
wave,0.25,214,3,0,False,0.9982131490373835,0.019343482330441475,0.11797985341399908,0.374673296277752,0.020573967563072358,0.01625217728641197,5,4.788843275205479,5.566565848435832,5.63876738804785,no_fit,4.788843275205479,0.9996896743994793,-1.9827702415236381
