pde,r,condition,seed,input_step_index,reference_scope,evaluation_scope,weighting,n_modes,mode_min,mode_max,rmse_reference,rmse_identity,reference_advantage,fraction_modes_closer_reference,magnitude_rmse_reference,phase_mae_reference
heat,0.25,heat_r0.25,106,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.00613111855011951,0.009103491974990956,0.19510662382685973,1.0,0.0061309019301844375,2.9692805492718745e-05
heat,0.25,heat_r0.25,107,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.02164149061644618,0.013359215990764292,-0.2366316405730981,0.6000000000000001,0.02164148269860044,1.3598091205264042e-05
heat,0.25,heat_r0.25,107,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10332542855315997,0.014364559709050278,-0.7558915601716876,0.0,0.1033253842482992,8.157738243663929e-05
heat,0.25,heat_r0.25,107,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7082800401414425,0.012938610055996188,-0.9641201456660775,0.0,0.7082800401061659,6.231461839104578e-06
heat,0.25,heat_r0.25,107,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6142634046523708,0.013144804238142786,-0.9580980801593667,0.09375,0.6142634038796018,1.4711168568891718e-05
heat,0.25,heat_r0.25,107,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.008575914553722369,0.007654793717821151,-0.05675173384245792,0.9287697347054678,0.008575909404639443,5.354911017230187e-06
heat,0.25,heat_r0.25,108,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.014703911218441675,0.01889605968069514,0.1247664313411998,1.0,0.014703753163191351,6.62004467091112e-05
heat,0.25,heat_r0.25,108,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10137825413014097,0.01649329782917219,-0.7201479482536153,0.0,0.10137823281811761,5.653930243690572e-05
heat,0.25,heat_r0.25,108,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7032327266874893,0.018571491844335885,-0.9485414704776567,0.0,0.7032327260641703,2.284140285635271e-05
heat,0.25,heat_r0.25,108,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6098356362957751,0.018438241002828974,-0.9413050847120746,0.15625,0.6098356348290922,3.309588408233501e-05
heat,0.25,heat_r0.25,108,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.005991095431102901,0.009279654365067683,0.21535019418558263,1.0,0.005990880379974892,4.919961267262979e-05
heat,0.25,heat_r0.25,109,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.020685017569471168,0.01388788768445286,-0.19660279733786135,0.6000000000000001,0.020684501593780633,0.00011892297047467088
heat,0.25,heat_r0.25,109,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1032401991305309,0.014345812236726924,-0.7559945767371855,0.0,0.1032401435235433,0.00010270000609235923
heat,0.25,heat_r0.25,109,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7080372215687359,0.013206130390238591,-0.963379543521977,0.0,0.7080372211432742,1.603762949397815e-05
heat,0.25,heat_r0.25,109,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6140469224983796,0.013425045652959804,-0.9572090983043826,0.09375,0.6140469185381459,4.101872093586869e-05
heat,0.25,heat_r0.25,109,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.008231520028757716,0.007627720709450765,-0.03807239761814464,0.9287697347054678,0.008231256651886681,4.4491928697833884e-05
heat,0.25,heat_r0.25,110,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.01855594683129625,0.015643533451770546,-0.08515958007021907,0.6000000000000001,0.018555821835486378,5.037490916701685e-05
heat,0.25,heat_r0.25,110,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10411517399186469,0.01469783597438451,-0.7525887783070276,0.0,0.10411512955769045,9.404073160009164e-05
heat,0.25,heat_r0.25,110,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7108720361228891,0.010036502453458409,-0.9721559617721311,0.0,0.7108720359452665,1.225234306139982e-05
heat,0.25,heat_r0.25,110,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6165016921604958,0.011577501075944258,-0.9631336264578791,0.09375,0.6165016907155353,2.6316149388630806e-05
heat,0.25,heat_r0.25,110,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.007412363229845408,0.008275160972109081,0.05499897441791215,0.9287697347054678,0.00741229690435596,1.852258138029593e-05
heat,0.25,heat_r0.25,111,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.021795663056712627,0.012228590645849928,-0.2811839017689358,0.6000000000000001,0.021795562384792983,5.606067211042308e-05
heat,0.25,heat_r0.25,111,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10601300106940426,0.011706720510533173,-0.8011085933025464,0.0,0.10601298810493434,4.873006186592252e-05
heat,0.25,heat_r0.25,111,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7089449859069713,0.012324587278178915,-0.9658252954612987,0.0,0.7089449858435651,6.812962421763353e-06
heat,0.25,heat_r0.25,111,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6148821878226676,0.012252965073698547,-0.960924004922673,0.09375,0.6148821870007077,1.8812634898401287e-05
heat,0.25,heat_r0.25,111,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.008883946375155789,0.006796768272255498,-0.13310478188217406,0.9287697347054678,0.008883844326044365,3.591653005450386e-05
heat,0.25,heat_r0.25,112,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.015573765503897736,0.018216132930575547,0.07819992213951146,1.0,0.01557369192710596,4.014124137833743e-05
heat,0.25,heat_r0.25,112,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10427186024342715,0.013498791543753332,-0.770761368152287,0.0,0.10427185680446818,2.8074279196149865e-05
heat,0.25,heat_r0.25,112,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7065398231083276,0.014958749326240613,-0.9585342233574627,0.0,0.7065398228655105,1.1877653544158237e-05
heat,0.25,heat_r0.25,112,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6127447238829982,0.01538681453375179,-0.9510076676852262,0.15625,0.6127447233259491,1.8003712128896003e-05
heat,0.25,heat_r0.25,112,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.006316530099576682,0.009086585576302693,0.17983734817130537,1.0,0.006316426725586479,3.291239527478131e-05
heat,0.25,heat_r0.25,113,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.015713910964532053,0.01834349026581196,0.07721021587921512,0.8,0.01571314298835673,8.622452739457284e-05
heat,0.25,heat_r0.25,113,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1029568611856313,0.01489630505505801,-0.7472056877176203,0.0,0.10295670027649449,0.00014506146422870847
heat,0.25,heat_r0.25,113,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7071267817427247,0.014257836912521405,-0.9604709151157124,0.0,0.707126781147219,1.8774615390393876e-05
heat,0.25,heat_r0.25,113,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.613232058231536,0.015028077690939385,-0.9521596968145253,0.125,0.613232052109033,4.187494140767899e-05
heat,0.25,heat_r0.25,113,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0062522230138943235,0.009299620093680364,0.19595086310392196,0.9722501212813841,0.006251766795106365,3.636658261696332e-05
heat,0.25,heat_r0.25,114,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.02011918012599619,0.014114162238577501,-0.17541430291752552,0.6000000000000001,0.02011907880519531,5.481482360916538e-05
heat,0.25,heat_r0.25,114,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10601999130524113,0.011622629030299697,-0.8024078518967092,0.0,0.10601997382582937,5.4540991608693096e-05
heat,0.25,heat_r0.25,114,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7088515225617149,0.012450606483727186,-0.9654774165155894,0.0,0.7088515225073476,6.8384391517200575e-06
heat,0.25,heat_r0.25,114,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6147925505716155,0.01265124356377101,-0.9596736992794571,0.09375,0.6147925497239285,1.9192941721337662e-05
heat,0.25,heat_r0.25,114,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.008154213745354867,0.007666867320106497,-0.03080361090572279,0.9287697347054678,0.00815415337064746,1.9937130094180436e-05
heat,0.25,heat_r0.25,115,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.016919385997185083,0.01673765266418841,-0.0053995639612001295,0.8,0.01691898789228018,9.83443773374282e-05
heat,0.25,heat_r0.25,115,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1034718345685458,0.014355991565419413,-0.7563225591704074,0.0,0.1034718176157768,5.302090344777902e-05
heat,0.25,heat_r0.25,115,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7058672397388787,0.01573498953819834,-0.956388744657948,0.0,0.7058672394469334,1.636876714369142e-05
heat,0.25,heat_r0.25,115,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6121559246077944,0.01577298527489656,-0.9497618758217606,0.125,0.6121559223674417,3.31376206882381e-05
heat,0.25,heat_r0.25,115,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.00690853569520735,0.008430676693651917,0.09923201790660933,0.9722501212813841,0.006907161295391126,0.0001283743294951907
heat,0.25,heat_r0.25,116,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.01840636861728013,0.015275670667230576,-0.09294858674098339,0.6000000000000001,0.018406355406961943,1.8454244775010658e-05
heat,0.25,heat_r0.25,116,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10382204835411449,0.01405127809420802,-0.7615868064880935,0.0,0.10382203816098125,4.048599320344179e-05
heat,0.25,heat_r0.25,116,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7065567702744175,0.014912071267046096,-0.9586619118985499,0.0,0.7065567702131093,6.662475924683479e-06
heat,0.25,heat_r0.25,116,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6127644912631732,0.014891191489511757,-0.9525498074861553,0.09375,0.6127644909862411,1.1837617733970923e-05
heat,0.25,heat_r0.25,116,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.007522937132639676,0.007827213571443115,0.01982237468994414,0.9287697347054678,0.007522923839994821,1.3278865361595346e-05
heat,0.25,heat_r0.25,117,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.01926140782677695,0.014758639100456808,-0.13235633495601035,0.6000000000000001,0.01926136642245024,3.0152324448943845e-05
heat,0.25,heat_r0.25,117,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10494107507679022,0.012801054758031116,-0.7825577849493716,0.0,0.10494106538483904,4.14544237748005e-05
heat,0.25,heat_r0.25,117,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.707388633073166,0.014036076559382963,-0.9610878962919578,0.0,0.7073886329538561,9.716634077875178e-06
heat,0.25,heat_r0.25,117,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6135058367107007,0.014041192561511906,-0.9552505488623029,0.09375,0.6135058362489926,1.6084112172911283e-05
heat,0.25,heat_r0.25,117,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.007815485928429353,0.007808671538107184,-0.00043614449846422374,0.9287697347054678,0.007815450399357025,1.1700307538791603e-05
heat,0.25,heat_r0.25,118,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.016589976697073284,0.017532683885948957,0.027627013039678325,0.8,0.016589548377620222,8.496433461108559e-05
heat,0.25,heat_r0.25,118,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10284242749422597,0.014879805155386758,-0.7472048427814845,0.0,0.10284242153855047,3.230890735217879e-05
heat,0.25,heat_r0.25,118,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7068456452735117,0.014597600648921358,-0.9595322272918171,0.0,0.7068456451013868,1.1383525040675024e-05
heat,0.25,heat_r0.25,118,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6129907274258879,0.015119688632023847,-0.951856590034228,0.125,0.6129907253721224,2.5276434549919025e-05
heat,0.25,heat_r0.25,118,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.006633420405825329,0.00899288442514537,0.1509930879272033,0.9722501212813841,0.006633204856395414,3.339417437636664e-05
heat,0.25,heat_r0.25,119,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.018463816382065314,0.015500929353656594,-0.08723418839825288,0.6000000000000001,0.01846364583388872,6.98870642943119e-05
heat,0.25,heat_r0.25,119,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.10408353210870289,0.013674712287379143,-0.7677493859133294,0.0,0.10408352229582996,4.08364778512507e-05
heat,0.25,heat_r0.25,119,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,0.7067972542687827,0.014687077320473165,-0.9592864968027204,0.0,0.7067972539731852,1.3939641623077951e-05
heat,0.25,heat_r0.25,119,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.6129768887096956,0.014726074969022243,-0.9530794792405677,0.09375,0.6129768874951761,2.556633910826143e-05
heat,0.25,heat_r0.25,119,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.0074405361796052024,0.00809338778421643,0.042027475229807564,0.9287697347054678,0.007440408472299331,3.6860778318860014e-05
heat,0.4,heat_r0.4,100,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03566343738311276,0.01899249072463597,-0.3050162578085158,0.6000000000000001,0.0356634130097255,3.549146047592523e-05
heat,0.4,heat_r0.4,100,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17074915387397144,0.017778644597312637,-0.8113949800350465,0.0,0.17074914708092032,4.7576379383809924e-05
heat,0.4,heat_r0.4,100,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1365036997690372,0.017241619277955825,-0.9701119146603383,0.0,0.6241721407759329,1.8325997740441418
heat,0.4,heat_r0.4,100,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9857294420663336,0.017576952753004298,-0.9649619441403654,0.09375,0.5432542533348094,1.3744598363593732
heat,0.4,heat_r0.4,100,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.01461752104051957,0.010859691568075973,-0.1474976690022901,0.9279265979271873,0.014617499623327554,1.8641632630741145e-05
heat,0.4,heat_r0.4,101,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.04276937583593432,0.017762973711867247,-0.41310807049245396,0.6000000000000001,0.04276930147353599,5.509258774155506e-05
heat,0.4,heat_r0.4,101,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1682940772011267,0.020124512798011886,-0.7863850610695697,0.0,0.1682940176446541,0.00013309233285778
heat,0.4,heat_r0.4,101,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1369797760902571,0.01666529638837249,-0.9711084513149842,0.0,0.6246856912648261,1.8326033295888378
heat,0.4,heat_r0.4,101,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9861457019713153,0.01719209003310979,-0.9657302053802554,0.09375,0.5437051074506041,1.3744735828146686
heat,0.4,heat_r0.4,101,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.016775745755969188,0.011265001524371281,-0.19652629712409703,0.9279265979271873,0.01677570132122182,1.9480180356867228e-05
heat,0.4,heat_r0.4,102,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03764653102588953,0.01748983841600633,-0.36557888765463326,0.6000000000000001,0.03764645051589677,6.754046680340514e-05
heat,0.4,heat_r0.4,102,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17048526822437807,0.01768692641589532,-0.8120133907168675,0.0,0.170485236745871,0.00010802586596898468
heat,0.4,heat_r0.4,102,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1359729521901971,0.017880212935943305,-0.969007819233241,0.0,0.6236197200178616,1.832601392756966
heat,0.4,heat_r0.4,102,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9852777390969691,0.017801687673193838,-0.9645059260551003,0.09375,0.5427913747677043,1.3744717251905973
heat,0.4,heat_r0.4,102,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.015325503831374985,0.010340862139531988,-0.1942090944036693,0.9279265979271873,0.015325382465222746,5.0107407051987975e-05
heat,0.4,heat_r0.4,103,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03483837273592016,0.020403390237713998,-0.26130560867682123,0.6000000000000001,0.03483807187691204,0.00012719869257910517
heat,0.4,heat_r0.4,103,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17116422888977256,0.017114407292832663,-0.8182012825264575,0.0,0.17116420075121713,9.211685618035246e-05
heat,0.4,heat_r0.4,103,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.135696495885983,0.01823169155479513,-0.9684006478856714,0.0,0.6233232158495281,1.832599331647937
heat,0.4,heat_r0.4,103,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.985033579365025,0.01848789327142362,-0.963153965758496,0.09375,0.542526611130875,1.374478009486935
heat,0.4,heat_r0.4,103,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.014157998662537533,0.011565974086496796,-0.10076299649858872,0.9279265979271873,0.01415778901465399,6.019214031300112e-05
heat,0.4,heat_r0.4,104,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.036737305919211115,0.018083835055464237,-0.3402605369407371,0.6000000000000001,0.03673721370506584,6.442142698878192e-05
heat,0.4,heat_r0.4,104,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17232734311382183,0.016182660126834263,-0.8283097994945646,0.0,0.17232733270030734,6.635233135823358e-05
heat,0.4,heat_r0.4,104,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1377208936815328,0.01594792425775506,-0.9723526821393306,0.0,0.6254182426633885,1.8325992258437152
heat,0.4,heat_r0.4,104,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9868138479130251,0.016321795084577758,-0.9674584485188774,0.09375,0.5443858271394222,1.3744657057618181
heat,0.4,heat_r0.4,104,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.015025739015243357,0.010577905456409393,-0.1737187674105697,0.9279265979271873,0.015025688033666903,2.5303160949267933e-05
heat,0.4,heat_r0.4,105,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03827256204317744,0.017056204835581668,-0.3834597878186365,0.6000000000000001,0.0382725245628374,3.858320817378423e-05
heat,0.4,heat_r0.4,105,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17090387569991114,0.01747823793750598,-0.8144384559656583,0.0,0.17090387146906683,3.955505862326154e-05
heat,0.4,heat_r0.4,105,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1361897433936756,0.017666170312371856,-0.9693788971352059,0.0,0.6238360753691801,1.8326009668354288
heat,0.4,heat_r0.4,105,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9854757661442988,0.017554631498290122,-0.9649968105861026,0.09375,0.5429969816013,1.374460462039595
heat,0.4,heat_r0.4,105,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.015565586659184517,0.010288301092041761,-0.20411961318631658,0.9279265979271873,0.015565521284280886,3.0027088856073513e-05
heat,0.4,heat_r0.4,106,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.02738120815044485,0.026437192312855348,-0.01754076355786989,0.6000000000000001,0.027381146301603435,5.222442396914425e-05
heat,0.4,heat_r0.4,106,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1659456059071079,0.0226378417150914,-0.7599169810444535,0.0,0.1659455772615449,9.747109120321466e-05
heat,0.4,heat_r0.4,106,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.129007876781648,0.025557239132247916,-0.9557283711763316,0.0,0.6164456315297719,1.8326000259518511
heat,0.4,heat_r0.4,106,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.979128651933676,0.025438762652321548,-0.9493537969021116,0.09375,0.5363792862469527,1.374467317444934
heat,0.4,heat_r0.4,106,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.011323098129178187,0.0133165589973265,0.08090457013721844,0.9279265979271873,0.01132303918999935,2.10401170026893e-05
heat,0.4,heat_r0.4,107,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03122248007369812,0.023995225342959694,-0.1308865458316952,0.6000000000000001,0.031222204635795416,0.00011037617718749465
heat,0.4,heat_r0.4,107,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.16613009818819796,0.022314012790833906,-0.7631763319649,0.0,0.16612993478122418,0.0002552589129104701
heat,0.4,heat_r0.4,107,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1339042530344987,0.019970913567415868,-0.9653846201990312,0.0,0.6215175496418637,1.8326161539169292
heat,0.4,heat_r0.4,107,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9833838957598657,0.02087514747402867,-0.9584267672476078,0.09375,0.5407890399774283,1.374503292238468
heat,0.4,heat_r0.4,107,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.012524950306777024,0.013037532793436704,0.020052139874290806,0.9279265979271873,0.012524786513031367,2.934515064196849e-05
heat,0.4,heat_r0.4,108,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.030846683361777975,0.02304855591778967,-0.14469046892133705,0.6000000000000001,0.0308466558440199,3.1992813756393604e-05
heat,0.4,heat_r0.4,108,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1689183583512287,0.01941346090519881,-0.7938376958089493,0.0,0.16891835595924395,2.9089024626163324e-05
heat,0.4,heat_r0.4,108,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.132818274963431,0.02139793115158435,-0.9629221439826983,0.0,0.6203605510512905,1.83260846854771
heat,0.4,heat_r0.4,108,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9824874630708287,0.021488181362132746,-0.957193819429217,0.09375,0.5398695135470115,1.374464077383991
heat,0.4,heat_r0.4,108,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.012778587115575618,0.011937605917673056,-0.03402551504478293,0.9279265979271873,0.012778556680457584,2.562577407940339e-05
heat,0.4,heat_r0.4,109,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03672476720525281,0.018076682229148242,-0.34028452109513774,0.6000000000000001,0.036724683067115856,5.9543059509463596e-05
heat,0.4,heat_r0.4,109,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17047133152556085,0.017706635274799064,-0.8118096865869081,0.0,0.17047129923938048,9.279016171219268e-05
heat,0.4,heat_r0.4,109,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1358043113389622,0.0180717376531401,-0.968676466299954,0.0,0.6234440459030515,1.8326129548828756
heat,0.4,heat_r0.4,109,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9851262510301009,0.018038597371007683,-0.9640366238913605,0.09375,0.5426297190606874,1.3744777188428656
heat,0.4,heat_r0.4,109,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.014997228810922634,0.010375607485126698,-0.18214839176318431,0.9279265979271873,0.014997157710725675,3.319510341711804e-05
heat,0.4,heat_r0.4,110,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03975409790597587,0.01947928012851487,-0.34228704237761465,0.6000000000000001,0.03975395551281684,6.546513573157183e-05
heat,0.4,heat_r0.4,110,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.17206856516331648,0.016296970218969083,-0.8269644159066085,0.0,0.1720685072750255,0.00014617439467774554
heat,0.4,heat_r0.4,110,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.138684131817289,0.014861804534328362,-0.9742328344871423,0.0,0.626412817010525,1.8326106987289825
heat,0.4,heat_r0.4,110,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.987660777483113,0.01580639022572997,-0.9684964476479689,0.09375,0.5452681970268054,1.3744819568236961
heat,0.4,heat_r0.4,110,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.015600926448543112,0.012020198479286918,-0.12963729676514307,0.9279265979271873,0.015600845335234485,2.035714662094105e-05
heat,0.4,heat_r0.4,111,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03544952587262111,0.01949486753220164,-0.2903782779594587,0.6000000000000001,0.03544928693987169,8.182706106551609e-05
heat,0.4,heat_r0.4,111,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.1708705984353377,0.01724437175227495,-0.8166613562431887,0.0,0.17087057599994518,7.948245097815705e-05
heat,0.4,heat_r0.4,111,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1366372892105059,0.017211019013108658,-0.9701676227447859,0.0,0.6242864371582398,1.8326255574151913
heat,0.4,heat_r0.4,111,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9858457264264161,0.01759049333371627,-0.9649394889534261,0.09375,0.5433541333646927,1.3744894050194643
heat,0.4,heat_r0.4,111,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.01445033897572133,0.011091141221194046,-0.13151930618856503,0.9279265979271873,0.014450096210021102,4.368622135689059e-05
heat,0.4,heat_r0.4,112,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.030424561459941903,0.024361526487901818,-0.11066741939691126,0.8,0.03042405093865694,0.00014471284928003857
heat,0.4,heat_r0.4,112,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.16748077633762615,0.020735560593134167,-0.7796624784939661,0.0,0.16748039388726405,0.0003675321080111668
heat,0.4,heat_r0.4,112,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1334837845412251,0.020437937975313177,-0.9645765608246961,0.0,0.6210961652803464,1.8326040484942339
heat,0.4,heat_r0.4,112,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.9830378530456253,0.02112635623739951,-0.9579225070121076,0.125,0.5404577885347038,1.3745101038885015
heat,0.4,heat_r0.4,112,0,full_one_step,empirical_training_spectrum_k1_5,empirical_training_power,5,1,5,0.012204813200825821,0.012914547082382858,0.028254456863356744,0.9718065381094981,0.012204556773291856,3.8284109436664735e-05
heat,0.4,heat_r0.4,113,0,full_one_step,in_support_k1_5,uniform,5,1,5,0.03231339072171826,0.022551835161703497,-0.1779188074565887,0.6000000000000001,0.03231255502217929,0.00018524379383033252
heat,0.4,heat_r0.4,113,0,full_one_step,near_support_k6_8,uniform,3,6,8,0.16935876992007362,0.018760618644527875,-0.8005456132121612,0.0,0.16935870747722526,0.00015340368114633132
heat,0.4,heat_r0.4,113,0,full_one_step,spectral_extrapolation_k9_nyquist,uniform,24,9,32,1.1359401976626806,0.017885342477787752,-0.9689981858511982,0.0,0.6235914374874448,1.8326066383005677
heat,0.4,heat_r0.4,113,0,full_one_step,all_non_dc_k1_nyquist,uniform,32,1,32,0.98520161545316,0.01877170426693264,-0.9626051730694075,0.09375,0.5426802224618325,1.374498304663319
