pde,r,seed,checkpoint,validation_path,test_path,n_validation_pairs,n_test_pairs,n_layers,n_heads,head_dispersion,patched_noop_max_abs,mse_original,mse_persistence,skill,target,substitution,preserves_head_identity,calibration_split,evaluation_split,mse,excess,ratio
heat,0.1,100,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_100\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\test.npy,2048,2048,4,4,0.0061110653016312275,1.1920928955078125e-07,2.5760634545651806e-09,5.375258069761912e-07,0.9952075539050736,all,frozen_per_head_validation,True,validation,test,9.41819739419536e-08,0.17124208693762114,36.56042469569166
heat,0.1,100,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_100\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\test.npy,2048,2048,4,4,0.0061110653016312275,1.1920928955078125e-07,2.5760634545651806e-09,5.375258069761912e-07,0.9952075539050736,all,frozen_layer_mean_validation,False,validation,test,2.0669177747123513e-07,0.38156054187998373,80.23551481425875
heat,0.1,100,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_100\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\test.npy,2048,2048,4,4,0.0061110653016312275,1.1920928955078125e-07,2.5760634545651806e-09,5.375258069761912e-07,0.9952075539050736,all,analytical_stencil,False,validation,test,1.5912239362592118e-05,29.740482151468466,6176.959396863141
heat,0.1,100,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_100\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_100\test.npy,2048,2048,4,4,0.0061110653016312275,1.1920928955078125e-07,2.5760634545651806e-09,5.375258069761912e-07,0.9952075539050736,all,original,True,none,test,2.5760634545651806e-09,0.0,1.0
heat,0.1,101,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_101\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\test.npy,2048,2048,4,4,0.0071352905734939015,1.1920928955078125e-07,1.851161682275837e-09,6.212768539626268e-07,0.9970203916813112,all,frozen_per_head_validation,True,validation,test,2.280223061756903e-08,0.03382337735808798,12.317795271959032
heat,0.1,101,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_101\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\test.npy,2048,2048,4,4,0.0071352905734939015,1.1920928955078125e-07,1.851161682275837e-09,6.212768539626268e-07,0.9970203916813112,all,frozen_layer_mean_validation,False,validation,test,1.3876619336938845e-07,0.22103544201254266,74.96168200650517
heat,0.1,101,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_101\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\test.npy,2048,2048,4,4,0.0071352905734939015,1.1920928955078125e-07,1.851161682275837e-09,6.212768539626268e-07,0.9970203916813112,all,analytical_stencil,False,validation,test,1.3254776067839202e-06,2.136860743100358,716.0247640575428
heat,0.1,101,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_101\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_101\test.npy,2048,2048,4,4,0.0071352905734939015,1.1920928955078125e-07,1.851161682275837e-09,6.212768539626268e-07,0.9970203916813112,all,original,True,none,test,1.851161682275837e-09,0.0,1.0
heat,0.1,102,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_102\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\test.npy,2048,2048,4,4,0.006607191090528019,1.1920928955078125e-07,2.9376418632723333e-09,6.820714020250307e-07,0.9956930581541014,all,frozen_per_head_validation,True,validation,test,6.794861306946842e-08,0.09572631345953345,23.13032569388097
heat,0.1,102,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_102\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\test.npy,2048,2048,4,4,0.006607191090528019,1.1920928955078125e-07,2.9376418632723333e-09,6.820714020250307e-07,0.9956930581541014,all,frozen_layer_mean_validation,False,validation,test,1.6260145846436203e-07,0.23509921898605132,55.35101487260093
heat,0.1,102,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_102\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\test.npy,2048,2048,4,4,0.006607191090528019,1.1920928955078125e-07,2.9376418632723333e-09,6.820714020250307e-07,0.9956930581541014,all,analytical_stencil,False,validation,test,1.1342272301817502e-05,16.696761853295865,3861.0126181899454
heat,0.1,102,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_102\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_102\test.npy,2048,2048,4,4,0.006607191090528019,1.1920928955078125e-07,2.9376418632723333e-09,6.820714020250307e-07,0.9956930581541014,all,original,True,none,test,2.9376418632723333e-09,0.0,1.0
heat,0.1,103,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_103\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\test.npy,2048,2048,4,4,0.006272925253342655,1.1920928955078125e-07,2.2070528677212153e-09,6.068244715606852e-07,0.9963629468303331,all,frozen_per_head_validation,True,validation,test,8.517339955549375e-08,0.1372212313484544,38.59146321376315
heat,0.1,103,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_103\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\test.npy,2048,2048,4,4,0.006272925253342655,1.1920928955078125e-07,2.2070528677212153e-09,6.068244715606852e-07,0.9963629468303331,all,frozen_layer_mean_validation,False,validation,test,1.0800505628738577e-07,0.17498338643364617,48.93632493674749
heat,0.1,103,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_103\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\test.npy,2048,2048,4,4,0.006272925253342655,1.1920928955078125e-07,2.2070528677212153e-09,6.068244715606852e-07,0.9963629468303331,all,analytical_stencil,False,validation,test,3.875087053017978e-06,6.405505168082128,1755.7744581891282
heat,0.1,103,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_103\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_103\test.npy,2048,2048,4,4,0.006272925253342655,1.1920928955078125e-07,2.2070528677212153e-09,6.068244715606852e-07,0.9963629468303331,all,original,True,none,test,2.2070528677212153e-09,0.0,1.0
heat,0.1,104,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_104\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\test.npy,2048,2048,4,4,0.008813986239107015,5.960464477539063e-08,2.8381259694829075e-09,6.24763913492643e-07,0.9954572824899299,all,frozen_per_head_validation,True,validation,test,7.440260857416447e-08,0.11506916748007744,26.215400364248193
heat,0.1,104,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_104\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\test.npy,2048,2048,4,4,0.008813986239107015,5.960464477539063e-08,2.8381259694829075e-09,6.24763913492643e-07,0.9954572824899299,all,frozen_layer_mean_validation,False,validation,test,2.29780296345794e-07,0.36490233228648666,80.9619794246338
heat,0.1,104,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_104\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\test.npy,2048,2048,4,4,0.008813986239107015,5.960464477539063e-08,2.8381259694829075e-09,6.24763913492643e-07,0.9954572824899299,all,analytical_stencil,False,validation,test,1.1602951985878462e-06,1.8610855118710774,408.8244183182772
heat,0.1,104,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_104\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_104\test.npy,2048,2048,4,4,0.008813986239107015,5.960464477539063e-08,2.8381259694829075e-09,6.24763913492643e-07,0.9954572824899299,all,original,True,none,test,2.8381259694829075e-09,0.0,1.0
heat,0.1,105,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_105\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\test.npy,2048,2048,4,4,0.005958619692681603,1.1920928955078125e-07,2.216425738256478e-09,6.502243650174933e-07,0.9965912908566616,all,frozen_per_head_validation,True,validation,test,8.522256428333819e-08,0.12809432340814741,38.450448761877944
heat,0.1,105,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_105\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\test.npy,2048,2048,4,4,0.005958619692681603,1.1920928955078125e-07,2.216425738256478e-09,6.502243650174933e-07,0.9965912908566616,all,frozen_layer_mean_validation,False,validation,test,1.72567592104933e-07,0.2628843815650683,77.85850395361363
heat,0.1,105,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_105\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\test.npy,2048,2048,4,4,0.005958619692681603,1.1920928955078125e-07,2.216425738256478e-09,6.502243650174933e-07,0.9965912908566616,all,analytical_stencil,False,validation,test,1.0514000720718286e-05,16.221690596371438,4743.673807446843
heat,0.1,105,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_105\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_105\test.npy,2048,2048,4,4,0.005958619692681603,1.1920928955078125e-07,2.216425738256478e-09,6.502243650174933e-07,0.9965912908566616,all,original,True,none,test,2.216425738256478e-09,0.0,1.0
heat,0.1,106,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_106\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\test.npy,2048,2048,4,4,0.004482820005242617,1.1920928955078125e-07,2.3133078855264166e-09,5.305483909978648e-07,0.9956397796604839,all,frozen_per_head_validation,True,validation,test,7.791704925708132e-08,0.14312518003556468,33.68209210048601
heat,0.1,106,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_106\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\test.npy,2048,2048,4,4,0.004482820005242617,1.1920928955078125e-07,2.3133078855264166e-09,5.305483909978648e-07,0.9956397796604839,all,frozen_layer_mean_validation,False,validation,test,1.5889503418575757e-07,0.2964243218713501,68.68736979626013
heat,0.1,106,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_106\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\test.npy,2048,2048,4,4,0.004482820005242617,1.1920928955078125e-07,2.3133078855264166e-09,5.305483909978648e-07,0.9956397796604839,all,analytical_stencil,False,validation,test,2.048617949412801e-05,38.777935887091076,8855.79460576912
heat,0.1,106,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_106\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_106\test.npy,2048,2048,4,4,0.004482820005242617,1.1920928955078125e-07,2.3133078855264166e-09,5.305483909978648e-07,0.9956397796604839,all,original,True,none,test,2.3133078855264166e-09,0.0,1.0
heat,0.1,107,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_107\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\test.npy,2048,2048,4,4,0.008015707722578164,1.1920928955078125e-07,1.6018236580900291e-09,5.430585474641703e-07,0.9970503665478248,all,frozen_per_head_validation,True,validation,test,2.7385749667985237e-08,0.04761955088238886,17.09660706387572
heat,0.1,107,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_107\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\test.npy,2048,2048,4,4,0.008015707722578164,1.1920928955078125e-07,1.6018236580900291e-09,5.430585474641703e-07,0.9970503665478248,all,frozen_layer_mean_validation,False,validation,test,2.0649913368142592e-07,0.3784186270382686,128.91502297303427
heat,0.1,107,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_107\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\test.npy,2048,2048,4,4,0.008015707722578164,1.1920928955078125e-07,1.6018236580900291e-09,5.430585474641703e-07,0.9970503665478248,all,analytical_stencil,False,validation,test,2.0994937628415755e-06,3.8745329902576553,1310.6896956091625
heat,0.1,107,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_107\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_107\test.npy,2048,2048,4,4,0.008015707722578164,1.1920928955078125e-07,1.6018236580900291e-09,5.430585474641703e-07,0.9970503665478248,all,original,True,none,test,1.6018236580900291e-09,0.0,1.0
heat,0.1,108,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_108\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\test.npy,2048,2048,4,4,0.00403500107877237,5.960464477539063e-08,3.5700860215141794e-09,7.193995088528027e-07,0.9950374083140434,all,frozen_per_head_validation,True,validation,test,9.311486116880818e-08,0.1250923366535026,26.081965702696262
heat,0.1,108,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_108\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\test.npy,2048,2048,4,4,0.00403500107877237,5.960464477539063e-08,3.5700860215141794e-09,7.193995088528027e-07,0.9950374083140434,all,frozen_layer_mean_validation,False,validation,test,1.2466024343349424e-07,0.1691606317787798,34.9179943234595
heat,0.1,108,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_108\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\test.npy,2048,2048,4,4,0.00403500107877237,5.960464477539063e-08,3.5700860215141794e-09,7.193995088528027e-07,0.9950374083140434,all,analytical_stencil,False,validation,test,2.9544574402962098e-05,41.26821750368734,8275.591743425657
heat,0.1,108,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_108\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_108\test.npy,2048,2048,4,4,0.00403500107877237,5.960464477539063e-08,3.5700860215141794e-09,7.193995088528027e-07,0.9950374083140434,all,original,True,none,test,3.5700860215141794e-09,0.0,1.0
heat,0.1,109,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_109\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\test.npy,2048,2048,4,4,0.007082730417307638,5.960464477539063e-08,2.590958609119398e-09,6.02417287609569e-07,0.9956990633197124,all,frozen_per_head_validation,True,validation,test,7.133854401653039e-08,0.11461248378671864,27.53364865244859
heat,0.1,109,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_109\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\test.npy,2048,2048,4,4,0.007082730417307638,5.960464477539063e-08,2.590958609119398e-09,6.02417287609569e-07,0.9956990633197124,all,frozen_layer_mean_validation,False,validation,test,2.0287000357388507e-07,0.3338950547544497,78.2992066565029
heat,0.1,109,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_109\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\test.npy,2048,2048,4,4,0.007082730417307638,5.960464477539063e-08,2.590958609119398e-09,6.02417287609569e-07,0.9956990633197124,all,analytical_stencil,False,validation,test,4.773740741370602e-06,7.954218666446545,1842.4612128377755
heat,0.1,109,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_109\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_109\test.npy,2048,2048,4,4,0.007082730417307638,5.960464477539063e-08,2.590958609119398e-09,6.02417287609569e-07,0.9956990633197124,all,original,True,none,test,2.590958609119398e-09,0.0,1.0
heat,0.1,110,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_110\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\test.npy,2048,2048,4,4,0.00906998982586801,1.1920928955078125e-07,1.365442717227161e-09,4.962836328559206e-07,0.997248664620734,all,frozen_per_head_validation,True,validation,test,3.8147426995038813e-08,0.07431932188126698,27.937771767171423
heat,0.1,110,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_110\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\test.npy,2048,2048,4,4,0.00906998982586801,1.1920928955078125e-07,1.365442717227161e-09,4.962836328559206e-07,0.997248664620734,all,frozen_layer_mean_validation,False,validation,test,1.7835112936515074e-07,0.35760594412245383,130.6178041121585
heat,0.1,110,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_110\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\test.npy,2048,2048,4,4,0.00906998982586801,1.1920928955078125e-07,1.365442717227161e-09,4.962836328559206e-07,0.997248664620734,all,analytical_stencil,False,validation,test,1.077250843195543e-06,2.173865139563399,788.9388764569659
heat,0.1,110,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_110\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_110\test.npy,2048,2048,4,4,0.00906998982586801,1.1920928955078125e-07,1.365442717227161e-09,4.962836328559206e-07,0.997248664620734,all,original,True,none,test,1.365442717227161e-09,0.0,1.0
heat,0.1,111,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_111\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\test.npy,2048,2048,4,4,0.007440971497821962,1.1920928955078125e-07,2.6371650349577003e-09,6.634890610257571e-07,0.9960253074393108,all,frozen_per_head_validation,True,validation,test,6.844069533329389e-08,0.09957379361025898,25.952374775965307
heat,0.1,111,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_111\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\test.npy,2048,2048,4,4,0.007440971497821962,1.1920928955078125e-07,2.6371650349577003e-09,6.634890610257571e-07,0.9960253074393108,all,frozen_layer_mean_validation,False,validation,test,2.1483386514198344e-07,0.321095696924474,81.46394415752951
heat,0.1,111,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_111\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\test.npy,2048,2048,4,4,0.007440971497821962,1.1920928955078125e-07,2.6371650349577003e-09,6.634890610257571e-07,0.9960253074393108,all,analytical_stencil,False,validation,test,5.584911271228066e-06,8.447087978500445,2117.770862724049
heat,0.1,111,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_111\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_111\test.npy,2048,2048,4,4,0.007440971497821962,1.1920928955078125e-07,2.6371650349577003e-09,6.634890610257571e-07,0.9960253074393108,all,original,True,none,test,2.6371650349577003e-09,0.0,1.0
heat,0.1,112,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_112\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\test.npy,2048,2048,4,4,0.007832763956040496,1.1920928955078125e-07,1.8393139684935722e-09,5.17225259955012e-07,0.9964438821710805,all,frozen_per_head_validation,True,validation,test,4.6949918064420615e-08,0.08752781182183623,25.525776930228695
heat,0.1,112,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_112\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\test.npy,2048,2048,4,4,0.007832763956040496,1.1920928955078125e-07,1.8393139684935722e-09,5.17225259955012e-07,0.9964438821710805,all,frozen_layer_mean_validation,False,validation,test,1.5168378530994175e-07,0.29074225346720617,82.46758732233911
heat,0.1,112,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_112\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\test.npy,2048,2048,4,4,0.007832763956040496,1.1920928955078125e-07,1.8393139684935722e-09,5.17225259955012e-07,0.9964438821710805,all,analytical_stencil,False,validation,test,3.379773609424319e-06,6.554183950417977,1837.5185897122328
heat,0.1,112,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_112\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_112\test.npy,2048,2048,4,4,0.007832763956040496,1.1920928955078125e-07,1.8393139684935722e-09,5.17225259955012e-07,0.9964438821710805,all,original,True,none,test,1.8393139684935722e-09,0.0,1.0
heat,0.1,113,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_113\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\test.npy,2048,2048,4,4,0.006572938694295478,5.960464477539063e-08,2.5354501193876333e-09,6.425730134651531e-07,0.9960542225299582,all,frozen_per_head_validation,True,validation,test,5.7659757080053e-08,0.08612667461657363,22.74142829281102
heat,0.1,113,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_113\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\test.npy,2048,2048,4,4,0.006572938694295478,5.960464477539063e-08,2.5354501193876333e-09,6.425730134651531e-07,0.9960542225299582,all,frozen_layer_mean_validation,False,validation,test,1.4907234002770053e-07,0.22895045275514517,58.79521702588445
heat,0.1,113,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_113\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\test.npy,2048,2048,4,4,0.006572938694295478,5.960464477539063e-08,2.5354501193876333e-09,6.425730134651531e-07,0.9960542225299582,all,analytical_stencil,False,validation,test,7.447680179240024e-06,11.632355904552698,2937.419325385428
heat,0.1,113,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_113\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_113\test.npy,2048,2048,4,4,0.006572938694295478,5.960464477539063e-08,2.5354501193876333e-09,6.425730134651531e-07,0.9960542225299582,all,original,True,none,test,2.5354501193876333e-09,0.0,1.0
heat,0.1,114,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_114\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\test.npy,2048,2048,4,4,0.004800803969422502,5.960464477539063e-08,2.8823952096662664e-09,6.177584168653993e-07,0.9953341061311767,all,frozen_per_head_validation,True,validation,test,7.738704191351253e-08,0.12117019379487391,26.848171844718223
heat,0.1,114,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_114\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\test.npy,2048,2048,4,4,0.004800803969422502,5.960464477539063e-08,2.8823952096662664e-09,6.177584168653993e-07,0.9953341061311767,all,frozen_layer_mean_validation,False,validation,test,1.3863852493800621e-07,0.22078618281906157,48.0983747381603
heat,0.1,114,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_114\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\test.npy,2048,2048,4,4,0.004800803969422502,5.960464477539063e-08,2.8823952096662664e-09,6.177584168653993e-07,0.9953341061311767,all,analytical_stencil,False,validation,test,3.3690100110561616e-05,54.787008321839075,11688.230676202926
heat,0.1,114,C:\projects\stencil-transformers\final_checkpoints\heat_new_0.1\seed_114\best_model.pt,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\val.npy,C:\projects\stencil-transformers\data\heat_new_0.1\seed_114\test.npy,2048,2048,4,4,0.004800803969422502,5.960464477539063e-08,2.8823952096662664e-09,6.177584168653993e-07,0.9953341061311767,all,original,True,none,test,2.8823952096662664e-09,0.0,1.0
